更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容
2024-08-01,有限会社ホテルすがた,ホテル・旅館・宿泊施設,求人なし,神奈川県川崎市中原区木月2-8-1,1952,代表取締役 菅田 雄一,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ドリームホテル,ホテル・旅館・宿泊施設,求人なし,長野県松本市大手2-1-9松本大手ビル,2011,代表取締役 的場 弘明,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社小泉,ホテル・旅館・宿泊施設,無,東京都台東区東上野2-21-11,2002,代表取締役 井本 理恵,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,ホテル及び飲食業 2024年5月doda掲載求人より引用
2024-08-01,株式会社アムネット,旅行・旅行代理業,無,東京都中央区銀座1-22-11,1997,代表取締役 中川 富士夫,62 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社稲村屋,ホテル・旅館・宿泊施設,求人なし,福島県双葉郡広野町大字下北迫字火の口65-1,2012,代表取締役 稲村 光弘,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社三晃イノヴェート,ホテル・旅館・宿泊施設,求人なし,愛知県名古屋市中村区太閤3-10-6,2003,代表取締役 井上 陽治朗,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社トーホー・トラベル,旅行・旅行代理業,求人なし,東京都中央区日本橋茅場町3-8-5松村ビル 2Ｆ,1992,代表取締役 吉原 誠,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社タキザワコーポレーション,スポーツ・ヘルス関連施設,求人なし,埼玉県さいたま市緑区大字三室1632-5,2013,代表取締役 瀧沢 修,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ジーアーチ株式会社,旅行・旅行代理業,求人なし,東京都中央区日本橋兜町5-1兜町第1平和ビル3Ｆ,2013,代表取締役 加藤 博敏,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サクラテラス,ホテル・旅館・宿泊施設,無,京都府京都市南区東九条烏丸町1-1,2013,代表取締役 岡本 聡,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,タイム・アロー八重山株式会社,ホテル・旅館・宿泊施設,求人なし,沖縄県石垣市美崎町8-1,2008,代表取締役 島田 成年,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＮＩＮＥ,スポーツ・ヘルス関連施設,求人なし,東京都豊島区池袋2-53-3,2013,代表取締役 矢川 祐基,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ホロニック,レジャー・アミューズメント,求人なし,宮城県仙台市泉区根白石字経檀河原5-5,1985,代表取締役 遠藤 公男,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ラスイート,ホテル・旅館・宿泊施設,無,大阪府大阪市天王寺区上汐3-3-2,2005,代表取締役 関 寛之,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 スモール・ラグジュアリーホテルならではの質の高いサーヴィスをご提供している「ホテル ラ・スイート神戸ハーバーランド」をはじめ、神戸市が推進する都心ウォーターフロント事業の中核をなす施設として、海の恵みを受けた天然温泉で心身を癒しお寛ぎいただける温泉旅館「神戸みなと温泉 蓮」やスイーツ&ベーカリー施設やコンベンション施設などの経営及び運営。 2023年1月doda掲載求人より引用
2024-08-01,株式会社ＥＬＡＮ,スポーツ・ヘルス関連施設,求人なし,千葉県千葉市緑区おゆみ野3-19-4,2010,代表取締役 髙地 カオル,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
