更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,代表者,上場市場名
2024-08-01,株式会社 東横イン,旅行・旅行代理業,46,"■企業概要：東横インは、総店舗数354店舗、総客室数77,704室（2024年4月時点）を誇るビジネスホテル事業のリーディングカンパニーです。ホテル運営では支配人をはじめ地元の女性が活躍、地域性を大切にしながらすべての宿泊者様が満足できる「安心・快適・清潔な客室」を提供しています。1986年2月、東京蒲田に第1号店をオープンして以来、北海道から九州・沖縄まで、全国ネットの骨組みができ上がり、近年では積極的な海外展開も行っており、グループ一丸となって取り組んでいます。",東京都大田区新蒲田1-7-4,1986,15878,50百万円,,https://www.toyoko-inn.co.jp/,,
2024-08-01,ルートインジャパン株式会社,ホテル・旅館・宿泊施設,1,■ルートインホテルズの運営・管理・企画、及び旅行企画全般,東京都品川区大井1-35-3,1977,2,5000万円,36.9,"Failed to retrieve page, status code: 410",代表取締役 永山 泰樹,
2024-07-01,東武トップツアーズ株式会社,旅行・旅行代理業,4,■企業概要：当社は2015年4月1日、東武トラベル株式会社とトップツアー株式会社が合併して誕生しました。さまざまな観光資源を持つ東武グループにおいて、バス、ホテル事業とともに、レジャー部門における中心的役割を担っています。■事業目的：旅行業/国際・国内会議の開催に関する企画・立案および運営業務/博覧会・周年行事・スポーツ大会・講演会等催事の開催に関する企画・立案および運営業務/旅行・観光および文化に関するセミナーの開催ならびにコンサルタント業務/観光地の開発に関する企画・立案ならびにコンサルタント業務/各種広告および宣伝に関する事業 等,東京都墨田区押上1-1-2東京スカイツリーイーストタワー,2015,2431,"3,000百万円",,http://www.tobutoptours.co.jp/,,
2024-08-01,株式会社阪急交通社,旅行・旅行代理業,3,■事業内容：メディア販売／個人旅行／団体旅行／訪日外国人旅行／カウンターセールス／官公庁ソリューションビジネス,大阪府大阪市北区梅田2-5-25ハービスOSAKA,2007,2545,100百万円,,https://www.hankyu-travel.co.jp/,,
2024-08-01,東急リゾーツ＆ステイ株式会社,ホテル・旅館・宿泊施設,75,都市型ホテルから会員制リゾートホテル、ゴルフ場、スキー場、複合リゾートまで、私たちは全国各地で多彩な施設を運営し、ビジネスパーソン、ファミリー、外国人旅行者など、多様なお客さまに豊かな時間と体験を提供しています。全国100を超える施設運営を手がける総合運営会社です。長年培ってきた運営スキルとと間・行政での多数の実績を活かして、運営受託、マネジメント契約、コンサルティング契約の3つの運営サポートを行っています,東京都渋谷区道玄坂1-21-1,1979,2235,,,http://www.resortservice.co.jp/,,
2024-08-01,コンパスグループ・ジャパン株式会社,スポーツ・ヘルス関連施設,29,■事業内容：多業態の総合外食企業の実績を活かした質の高い「コントラクトビジネス」と都市型レストラン運営の「コンセッションビジネス」を主軸に展開。● コントラクトビジネス1.B＆I（ビジネス＆インダストリー）領域企業・官公庁・学校などの従業員食堂・カフェテリアの運営2.HC（ヘルスケア）領域病院・高齢者施設でのフードサービス,東京都中央区築地5-5-12浜離宮建設プラザビル4F・5F,1947,2181,100百万円,,https://www.compassgroup-japan.jp/,,
2024-06-01,株式会社ニュー・オータニ,ホテル・旅館・宿泊施設,1,■事業内容：国際観光ホテル整備法に基づくホテル業（「ホテルニューオータニ」「ホテルニューオータニ大阪」「ホテルニューオータニ幕張」の運営）■特徴：同社は日本を代表するホテルとして、国内外より高い評価を得る「ホテルニューオータニ東京（1964年開業）」「ホテルニューオータニ大阪（1986年開業）」「ホテルニューオータニ幕張（1993年開業）」を運営しています。,東京都千代田区紀尾井町4-1,1963,1512,"3,462百万円",,"Failed to retrieve page, status code: 410",,
2024-07-01,メズム東京、オートグラフ コレクション（日本ホテル株式会社）,ホテル・旅館・宿泊施設,2,■ホテル業■料理飲食業■不動産の賃貸および管理業■駐車場業,東京都豊島区西池袋1丁目6番1号,1981,1700,5億円（東日本旅客鉄道株式会社100％出資）,29.0,https://www.mesm.jp/,代表取締役社長 里見 雅行,
2024-08-01,近畿日本ツーリスト株式会社,旅行・旅行代理業,3,■事業内容： ・旅行業：国内・海外旅行、訪日外国人向けの企画・販売、運営事業、および、一般団体、教育旅行やイベント・コンベンションなどの企画・販売・運営事業、 個人旅行の商品企画、店頭販売など・国内・海外・訪日旅行・ＭＩＣＥなどの企画・販売・運営事業,東京都新宿区西新宿2-6-1,2017,1249,100百万円,,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社コシダカホールディングス,レジャー・アミューズメント,8,■企業概要：コシダカグループでは、「カラオケまねきねこ」を国内はもとより世界各国にチェーン展開を進めている「カラオケ事業」、温浴施設「まねきの湯」を展開する「温浴事業」の２つの分野で店舗を展開し、さらにはそれらに付随する不動産管理事業を行っています。,群馬県前橋市大友町1-5-1,1967,5297,"2,070百万円",,https://www.koshidakaholdings.co.jp/ja/index.html,,プライム市場
2024-07-01,森トラスト・ホテルズ＆リゾーツ株式会社,ホテル・旅館・宿泊施設,16,■事業内容：森トラストグループの「ホテル＆リゾート事業」を中心に担う中核企業として、ホテルや観光インフォメーションセンター、貸会議室など様々な事業を展開しています。（1）ホテル・ゴルフ場運営（2）法人会員制倶楽部運営（3）レストラン・カフェ運営（4）貸会議室運営（5）観光インフォメーションセンター運営,東京都品川区北品川4-7-35,1973,931,100百万円,38.0,https://www.mt-hr.com/,,
2024-08-01,株式会社グランビスタ　ホテル＆リゾート,ホテル・旅館・宿泊施設,12,■事業内容：同社はホスピタリティー事業のプロフェッショナルとしてシティホテル、ビジネスホテル、旅館、リゾート施設など様々なシチュエーションに対応した事業を展開しています。・運営施設…シティホテルからレストランまで、幅広い施設の運営を行っています。・運営受託事業…「総合ホスピタリティー事業者」ならではの多岐にわたる「事業実績」と「ノウハウ」により、オーナーのニーズに合わせたホテル事業化を実施しています。・物販事業…札幌グランドホテル、札幌パークホテルなどのオリジナル商品の開発および卸売と、ホテルオリジナル商品と北海道の銘菓や農産物を扱う直営店舗の運営を行っています。,東京都千代田区内神田2-3-4,1958,1742,100百万円,37.7,http://www.granvista.co.jp/,,
2024-07-01,株式会社東京ドーム,スポーツ・ヘルス関連施設,3,■企業概要：東京ドームグループは、東京ドームシティを中心として、お子様から女性、ファミリーまで幅広い方が楽しめる、様々なレジャー・エンターテインメントを創造しています。これからも、一人でも多くのお客様に「笑顔」と「感動」をお届けできるよう、日々試行錯誤し、創意工夫を重ね、東京ドームグループでしかなしえないイノベーションを創り続けます。,東京都文京区後楽1-3-61,1936,976,"2,038百万円",,https://www.tokyo-dome.jp/,,
2024-07-01,株式会社ヤマウチ,スポーツ・ヘルス関連施設,6,■事業内容：・フィットネス事業「JOYFIT」「FIT365」・フード事業「びっくりドンキー」・エネルギー事業「セルフヤマウチ」・カーメンテ事業「ラチェットモンキー」・デイサービス・リハビリ事業「ジョイリハ」・美容事業「スカルクイック」等を運営,香川県高松市田村町397,1950,2059,40百万円,,http://y-grp.com/,,
2024-06-01,クラブツーリズム株式会社,旅行・旅行代理業,1,■旅行業法に基づく旅行業■内外輸送会社の代理店業および貨物利用運送事業■カルチャーセンターの経営ならびに各種講座、講演、セミナーの運営■各種イベントの企画、制作、実施■旅行・観光および文化・自然に関する情報提供■書籍、雑誌、印刷物の企画制作および出版ならびに販売■損害保険代理業および生命保険の募集に関する業務■観光土産品、食料品、旅行用品、健康食品等の販売ならびに斡旋■警備業,東京都江東区豊洲5丁目6番52号 NBF豊洲キャナルフロント,1993,1344,1億円,,https://www.club-t.com/,代表取締役社長 酒井 博,
2024-08-01,株式会社西鉄ホテルズ,ホテル・旅館・宿泊施設,無,■ホテルおよびレストランの運営 他 2024年5月doda掲載求人より引用,福岡県福岡市中央区天神1-16-1,1999,695,30 百万円,,"Failed to retrieve page, status code: 410",代表取締役 豊福 辰也,
2024-08-01,株式会社グリーンズ,ホテル・旅館・宿泊施設,35,■ホテル・レストランの運営、そのほか付帯する業務,三重県四日市市浜田町5-3,1964,2018,1億円,41.0,http://www.kk-greens.jp/index.html,代表取締役社長 村木 雄哉,スタンダード市場
2024-08-01,野村不動産ライフ＆スポーツ株式会社,レジャー・アミューズメント,23,■概要：スポーツクラブメガロスの企画・開発・運営。スポーツ施設内でのスポーツ用品及び日用雑貨・食料品の販売など ■ 詳細： 1995年に「メガロス」ブランドの1号店を埼玉県草加市にオープンし「顧客満足を感動と喜びに変える」という経営理念のもと、多くの人に安心して利用してもらえ、地域社会に貢献する施設づくりを目指しています。,東京都中野区本町1-32-2ハーモニータワー15F,1989,614,,31.0,https://www.megalos.co.jp/corporate,,
2024-07-01,株式会社ジェイアール東海ツアーズ,旅行・旅行代理業,4,■事業内容： ・募集型の国内企画旅行（EX旅パック）の企画及び販売・旅行の目的となるコンテンツ（現地プラン）の開発・法人事業（国内・海外旅行、宿泊等の手配、JR券の販売、受託業務等）・JR券の販売・訪日外国人向け新幹線旅行の企画及び販売・他社募集型企画旅行（国内・海外）の販売,東京都中央区京橋1-5-8三栄ビル2F,1989,536,100百万円,38.0,https://www.jrtours.co.jp/,,
2024-07-01,ＴＯＨＯシネマズ株式会社,レジャー・アミューズメント,1,■事業内容：映画館の経営、映画興行・イベント等の企画・実施・運営、管理及びチケット販売、映画関連商品その他の物品の企画・製作及び販売、軽飲食物の販売、レストラン・喫茶店の経営、広告代理業、通信販売用ウェブサイトの運営及びインターネットを利用した通信販売、インターネットを利用した情報等の配信に関する企画・製作・販売及び管理、上記に付帯関連する一切の業務,東京都千代田区有楽町1-2-2東宝日比谷ビル5F,1997,6300,"2,330百万円",,http://www.tohocinemas.co.jp/,,
2024-08-01,株式会社パレスホテル,ホテル・旅館・宿泊施設,4,■事業内容：2012年5月17日（木）、約50年にわたって顧客に愛されてきたパレスホテルは、世界有数の都市東京を、そして日本を代表する気品と存在感を持ったラグジュアリーホテルを目指すという志を込め、ホテル名を「パレスホテル東京」とし、スタートしました。創業の地である「千代田区丸の内1-1-1」に、ホテル棟とオフィス棟からなる複合施設を建設し、ホテル棟は地上23階・地下4階となりました。,東京都千代田区丸の内1-1-1,1960,739,"1,000百万円",37.6,http://www.palacehotel.co.jp/index.html,,
2024-07-01,株式会社ＧＥＮＤＡ,レジャー・アミューズメント,4,■事業内容： グループ各社の事業成長の支援および経営管理株式会社GENDA及び株式会社GENDA GiGO Entertainmentをはじめとしたグループ会社（以下、「当社グループ」といいます。）は、「世界中の人々の人生をより楽しく」というAspiration（アスピレーション：熱望）の実現のため、グローバルにエンターテイメントのネットワークを構築し、世の中に流通する「楽しさの総量」を増やすことを目指しております。,東京都港区東新橋1-9-1東京汐留ビルディング17F,2018,11063,"6,463百万円",35.0,https://genda.jp/,,グロース市場
2024-08-01,つるや株式会社,レジャー・アミューズメント,4,■事業内容： ゴルフ用品販売、研究・開発・製造ゴルフ施設経営（ゴルフ場、練習場、インドア）その他ゴルフ関連事業■ビジョン： 『 より良いものをより安く、より良いサービスで、より多くの方に 』 誰もが楽しめる大衆スポーツとなったゴルフ。ニーズも多様化し、市場も大きく成長しています。ゴルフを通して皆が健康で楽しく豊かな余暇を過ごしていただけるよう、「今、何が求められているか」を考え、既成概念・手法にとらわれず、柔軟な発想と素早い行動でお客様満足を徹底追求する。これが弊社の考えです。,大阪府大阪市中央区本町3-3-5,1966,680,50百万円,,https://www.tsuruyagolf.co.jp/,,
2024-08-01,株式会社カーブスホールディングス,スポーツ・ヘルス関連施設,4,"「女性だけの30分フィットネス カーブス」を全国に約2,000店舗展開。地域密着の健康インフラをめざします。",東京都港区芝浦3-9-1芝浦ルネサイトタワー,2008,568,848百万円,38.0,https://www.curvesholdings.co.jp/,,プライム市場
2024-07-01,株式会社快活フロンティア,レジャー・アミューズメント,3,■概要：カラオケ＆パーティースペース「コート・ダジュール」、複合カフェの「快活CLUB」、フィットネスクラブ「FiT24」等の経営。■詳細：プライム市場「AOKIホールディングス」の完全子会社です。基幹事業のカラオケ部門の「コート・ダジュール」の売上高が業界第3位、複合カフェ部門の「快活CLUB」が業界第1位と設立間もないながらもお客様のニーズに応え、着実な成長を遂げています。,神奈川県横浜市都筑区北山田3-1-50,2000,544,100百万円,32.2,https://kaikatsufrontier.co.jp/index.html,,
2024-07-01,東武緑地株式会社／フェアフィールド・バイ・マリオット札幌,レジャー・アミューズメント,2,■造園工事業■植栽管理事業■環境土木工事業■装飾事業（グリーンリース・フラワーデコレート・ブライダル・ガーデンの設計、施工、管理）■ガーデン事業■ゴルフ場コース管理事業■ゴルフ練習場■運営受託事業,東京都墨田区向島1-26-5【本店】〒167-0032東京都杉並区天沼3-5-4,1972,570,5000万円,,https://www.toburyokuchi.co.jp/,代表取締役社長 青木 雅彦,
2024-06-01,株式会社ジェイエスエス,スポーツ・ヘルス関連施設,1,■事業内容：スイミングスクール、テニススクール及びフィットネスなどスポーツクラブの企画、経営並びに運営管理。,大阪府大阪市西区土佐堀1-4-11金鳥土佐堀ビル9F,1976,496,330百万円,39.7,http://www.jss-group.co.jp/index.html,,スタンダード市場
2024-08-01,住友不動産ヴィラフォンテーヌ株式会社,ホテル・旅館・宿泊施設,21,■事業内容■ホテルの運営・管理・開発を行っている会社です。高級感のあるインテリア、広々としたベッド、足を伸ばせるバスタブ、行き届いたおもてなしなど…シティホテルのような高級感と、ビジネスホテルの機能性・価格を兼ね備えるホテルの運営をしております。展開するブランドとしては「ホテルヴィラフォンテーヌプレミア」「ホテルヴィラフォンテーヌグランド」「ホテルヴィラフォンテーヌ」、「ヴィラージュ」「inumo」の5つを展開しております。,東京都新宿区西新宿6-3-1,1978,995,50百万円,35.0,https://hvf.jp/,,
2024-07-01,京王観光株式会社,旅行・旅行代理業,4,■事業内容：・旅行事業部門…国内旅行、海外旅行、外国人旅行、主催旅行（キングツアー）、MICE、スポーツ団体サポート、航空券、私鉄乗車船券の発売、旅行傷害保険など・保険事業部門…自動車保険、火災保険、傷害保険等の損害保険代理店業務及び生命保険の募集に関する業務,東京都多摩市関戸2-37-3,1953,348,100百万円,37.8,https://www.keio-kanko.co.jp/,,
2024-07-01,野口観光マネジメント株式会社,ホテル・旅館・宿泊施設,12,1. 旅館、ホテルの経営2. 料理店、飲食店の経営3. 各種土産品の販売,北海道登別市登別温泉町203-1,2003,448,30百万円,,なし,,
2024-07-01,株式会社カーブスジャパン,スポーツ・ヘルス関連施設,5,"■企業概要株式会社カーブスジャパンはフィットネスクラブ「カーブス」を全国展開し、23年11月末現在1,971店舗と、国内最大の店舗数となっています。現在も毎月店舗網を拡大すると共に、会員向けの商品販売事業やメディア広告事業など、様々な新規事業領域に挑戦しています。2020年には、オンラインフィットネス「おうちでカーブス」の事業展開をスタート。リアルとオンラインを融合させた全く新しいビジネスモデルを創出しました。現在、新規事業の立ち上げ、新商品の企画に、経営資源を集中的に投下しています。事業の立ち上げを加速させてくれる仲間を、今回、募集しています。",東京都港区芝浦3-9-1芝浦ルネサイトタワー11F,2005,310,100百万円,34.0,http://www.curves.co.jp/company/,,プライム市場
2024-08-01,東宝舞台株式会社,レジャー・アミューズメント,1,■事業内容：・舞台・テレビ美術のデザイン・製作並びにその請負に関する一切の事業・衣裳・小道具のデザイン・製作並びに賃貸に関する事業・劇場・ホール・テレビスタジオ等の美術・照明・音響の操作及びその企画・請負等に関する事業・建築設計及びその管理に関する事業・室内装飾・展示美術・商業美術等のデザイン製作及び請負に関する事業・演劇・舞踏・音楽等の催事の企画並びにその斡旋に関する一切の事業・宣伝・広告の企画・製作に関する事業・慶弔式典施工に関する事業・ドライクリーニング及びランドリー並びに染色業務・不動産賃貸に関する事業など,埼玉県さいたま市岩槻区釣上新田1048-1,1951,280,20百万円,,"Failed to retrieve page, status code: 410",,
2024-08-01,野口観光株式会社,ホテル・旅館・宿泊施設,3,■事業内容：・旅館、ホテルの経営・料理店、飲食店の経営・各種土産品の販売,北海道登別市登別温泉町203-1,1963,286,45百万円,,http://www.noguchi-g.com/,,
2024-08-01,株式会社FastFitnessJapan,スポーツ・ヘルス関連施設,2,■事業内容： ・スポーツ施設の企画並びに経営・フィットネスフランチャイズの経営・フィットネス事業コンサルタント,東京都新宿区西新宿6-12-1,2010,234,"2,183百万円",,http://www.anytimefitness.co.jp/,,プライム市場
2024-06-01,株式会社ハイ・スタンダード,スポーツ・ヘルス関連施設,2,◆会員数75万人以上、2014年から8年連続フィットネス部門顧客満足度1位（※）の女性専用健康体操教室「カーブス」の店舗経営◆北海道・東京・千葉・埼玉で、全73店舗を運営◆「株式会社カーブスホールディングス（東証プライム上場）」の子会社であり、カーブスチェーン本部（株式会社カーブスジャパン）の姉妹会社※公益財団法人日本生産性本部サービス産業生産性協議会／2022年度JCSI調査,東京都港区芝浦3丁目9-1 芝浦ルネサイトタワー11F,2010,280,500万円,33.0,http://www.high-standard.co.jp/,代表取締役会長 増本 岳,
2024-07-01,穴吹エンタープライズ株式会社,ホテル・旅館・宿泊施設,7,■事業内容： ・ホテル、旅館事業 ・スポーツ健康増進事業 ・サービスエリア事業 ・指定管理者事業 ・関連事業,香川県高松市古新町9-1,1987,675,40百万円,37.0,https://www.anabuki-enter.jp/,,
2024-07-01,ベルトラ株式会社,旅行・旅行代理業,3,■概要：海外現地オプショナルツアー予約サイト 「VELTRA（ベルトラ）」を運営しています。VELTRAは、海外オプショナルツアーを最低価格で予約できる現地ツアー専門サイトです。観光ツアー、世界遺産観光、マリンスポーツ、ダイビング、ゴルフ、スパ・エステ、ディナークルーズ、ショーエンターテインメントなど海外現地で参加可能な幅広いジャンルが充実。「グローバルな旅行者と世界のアクティビティが出会うオンライン・マーケットプレイスを開発し、アクティビティを第一目的とする旅行者のための市場を創造する」ことをコンセプトとして事業を運営しています。,東京都中央区日本橋2-13-12日本生命日本橋ビル,1991,162,"1,823百万円",37.0,http://www.veltra.com,,グロース市場
2024-07-01,住友不動産エスフォルタ株式会社,スポーツ・ヘルス関連施設,47,■事業内容：スポーツ施設の運営・受託運営・指定管理者業務、スポーツイベントの企画、広告作成・印刷受発注業務■事業の特徴：スポーツ施設の運営、スポーツイベント、広告企画・営業を手掛ける住友不動産株式会社100％出資企業です。住友不動産グループの中で、「新しい発想、新分野の開拓」をモットーとして、フィットネス事業や広告事業等、不動産事業に依らない会社として更なる発展を目指しています。,東京都新宿区西新宿3-1-4,1986,1001,50百万円,30.0,http://www.esforta.co.jp/,,
2024-07-01,株式会社リーガロイヤルホテル小倉,ホテル・旅館・宿泊施設,1,■事業内容： １．内外顧客の宿泊、料理飲及び貸席２．食堂・駐車場・遊戯場等の経営３．スポーツ施設・文化教室の経営 他■ホテル概要東は関門海峡、西は玄界灘を一望する九州の玄関口・小倉のランドマーク。 駅直結徒歩約3分とアクセスが良く、観光やビジネスの拠点として便利な 地上30階建ての高層シティホテルです。ゲストルームは全室30平方メートルの広々としたつくり。からだに優しいベッドコンフォーターなど、 快適なご滞在のための最新設備をご用意しております。,福岡県北九州市小倉北区浅野2-14-2,1993,160,6百万円,40.4,https://www.rihga.co.jp/kokura,,
2024-08-01,株式会社アメイズ,ホテル・旅館・宿泊施設,62,■事業内容： 【ホテル宿泊部門】：「HOTEL AZ」の運営【飲食店部門】：ホテル内併設の飲食事業（バイキングレストラン志高、ジョイフル、温野菜、かまどか、AZ cafe-Shidaka、お祭り一番館）,大分県大分市西鶴崎1-7-17,1924,1529,"1,299百万円",42.0,https://www.az-hotels.co.jp/,,
2024-08-01,株式会社コスモスホテルマネジメント,ホテル・旅館・宿泊施設,15,■企業特徴：当社は、ファミリーやグループでの中長期滞在ニーズに対応する都市型アパートメントホテルを運営しています。大手不動産デベロッパー「コスモスイニシア」がホテルを開発し、当社はその運営子会社として2017年に誕生しました。広い客室に食器や調理器具などを常備し、ランドリールームも備えることで、旅先でも暮らしの延長線上にある自由な過ごし方を提案しています。様々な企業やデザイナーとコラボレーションしたコンセプトルームなども展開しており、東京15、京都8、大阪5の計28施設を運営しています（2023年10月時点）。,東京都港区芝5-34-6新田町ビル,2017,224,90百万円,,https://www.cigr.co.jp/chm/index.html,,
2024-08-01,株式会社日本ハウス・ホテル＆リゾート,ホテル・旅館・宿泊施設,6,■施設一覧：・ホテル森の風箱根仙石原（〒250-0631 神奈川県足柄下郡箱根町仙石原817-444）・ホテル四季の館箱根芦ノ湖（〒250-0522 神奈川県足柄下郡箱根町元箱根103-241）・ホテル四季の館那須（〒325-0302 栃木県那須郡那須町高久丙1179-2）・ホテル森の風那須（〒325-0302 栃木県那須郡那須町高久丙1179-2）・ホテル森の風立山（〒930-1454 富山県富山市原3-6）・ホテル森の風鶯宿（〒020-0574 岩手県岩手郡雫石町鶯宿10-64-1）・ホテル東日本宇都宮（〒320-0013 栃木県宇都宮市上大曽町492-1）,東京都千代田区飯田橋4-3-8日本ハウスHD飯田橋ビル2F,2018,,100百万円,,https://www.nihonhouse-hr.co.jp/,,
2024-07-01,東和観光開発株式会社,ホテル・旅館・宿泊施設,1,■事業内容： ホテル運営 ・商業施設運営＜事業所＞マリッサリゾート サザンセト周防大島（山口）／リヴェルト京都鴨川（京都）／TSUTAYA BOOKSTORE 常総インターチェンジ（茨城）■行動理念 社長訓：一.いつも明るく親身親切に感謝の気持ちを抱いて、最高のサービスでお客様をお持て成しいたしましょう一.いつも清潔、快適な環境を保ち、衣・食・住の最高の品質をお客様に提供いたしましょう一.いつも全てにコストを意識し、仕事に対し愛情、誇りを持って業務改善に取り組みましょう以上、常に研鑽怠らず、責任感を持って業務を遂行し、ホテルを通じ社会・地域に貢献いたしましょう,山口県大島郡周防大島町平野1347-1,1992,132,10百万円,41.0,https://www.marissa-resort.jp/,,
2024-08-01,シダックス株式会社,レジャー・アミューズメント,23,シダックスグループは、全ての年代・ライフステージ・ビジネスステージであらゆるサービスを手掛け、様々な業界・業態での事業活動を通じ、健全・健康な社会の実現を目指す『ソーシャル・ウェルネス・カンパニー』です。法人から業務を受託するBtoB事業、スペシャリティーレストラン等、一般のお客様を対象としたBtoC事業、自治体の業務を一括受託し、行財政改革をお手伝いするBtoP事業と、幅広い事業を展開しています。産婦人科に始まり、保育園・学校・企業・病院・高齢者施設・公共施設・ウェディングや斎場と事業領域を広げています。,東京都渋谷区神南1-12-10シダックス･カルチャービレッジ,2001,33000,100百万円,35.0,http://www.shidax.co.jp/,,
2024-08-01,株式会社神奈中スポーツデザイン,スポーツ・ヘルス関連施設,5,■事業内容：全13事業所（スポーツ教室の運営（スイミングスクール、テニススクール、体操教室）およびフィットネスクラブの運営、温浴施設の運営（湯快爽快たや店）、ゴルフ場の運営（静岡県伊豆市、中伊豆グリーンクラブ）等,神奈川県平塚市宝町10-4,1976,450,100百万円,,https://www.kanachu-sports.co.jp/,,
2024-06-01,株式会社直島文化村,ホテル・旅館・宿泊施設,4,アートの聖地として名高い「直島（香川県）」にて、ホテル等の宿泊施設を運営しています。当社が運営するホテル「ベネッセハウス」は、直島の中核となる施設で、安藤忠雄氏の設計による、ホテルとミュージアムが融合した（宿泊できる美術館）、世界でも稀有な存在として知られています。ベネッセホールディングスの企業理念である「Benesse（＝よく生きる）」を考え、体感できる場所として作られ、瀬戸内海の美しい自然に、現代アートと建築を置くことによって世界でも珍しい場所を生み出しています。建築物としての価値も非常に高く、海外メディアでも数多く取り上げられるホテルです。,香川県香川郡直島町364-1,1991,102,20百万円,37.0,http://blog.benesse.ne.jp/bunkamura/,,
2024-08-01,スターツホテル開発株式会社,ホテル・旅館・宿泊施設,9,■事業概要：同社ではホテルの運営、開発を行っています。■事業詳細：（1）ホテル エミオン 東京ベイ・（2）ホテル ルミエール 葛西・ホテル ルミエール 西葛西,東京都中央区日本橋3-4-10スターツ八重洲中央ビル 3F,2003,595,50百万円,,http://www.starts-hotel.co.jp/,,
2024-07-01,日本スターウッド・ホテル株式会社(マリオット・インター ナショナルの日本法人)／ブルガリホテル、ザ・リッツ・カールトン、セントレジス、ラグジュアリーコレクション、Wホテル、シェラトン、ウェスティンなど,ホテル・旅館・宿泊施設,1,■国内外のホテルのための販売、予約、広告、宣伝およびそれらに関連する業務に関するサービス■ホテル経営および運営に関するサービス■新しいホテル事業の計画およびそれに関連する事項に関する業務■総合予約センター（コンタクトセンター）業務■その他、上記に関連するあらゆる業務,東京都渋谷区恵比寿1-18-18 東急不動産恵比寿ビル2F,1984,,,,https://www.marriott.co.jp/,代表取締役 橋本 和宏,
2024-07-01,コニカミノルタプラネタリウム株式会社,レジャー・アミューズメント,4,事業内容： プラネタリウム機器や全天周映像システム、関連する付帯設備の製造・販売 プラネタリウム番組の制作/販売および機器の保守点検整備 プラネタリウムの建設工事 ■直営施設の運営,東京都豊島区東池袋3-1-3ワールドインポートマートビル6F,1988,197,100百万円,,http://www.planetarium.konicaminolta.jp/,,
2024-07-01,株式会社アークコア,スポーツ・ヘルス関連施設,1,■中古バイク買取『バイクランド』の運営（バイク及び関連商品の買取・販売）■フィットネスジム『エニタイムフィットネス』の運営■ゴルフスクール『ステップゴルフプラス』の運営,東京都豊島区池袋2-14-4 池袋西口スカイビル3階,2002,,2億3282万5000円,25.0,https://arkcore.co.jp,代表取締役 正渡 康弘,
2024-07-01,株式会社ジャパンホリデートラベル,旅行・旅行代理業,3,■事業内容：・旅行業法に基づく旅行業・日中文化経済交流に関するイベントの企画運営・海外企業に対する日本企業への視察・斡旋■提供サービス：・外国人訪日旅行業務（中国、香港、台湾、韓国、東南アジア及びその他）・国内及び海外航空券及び日本国内各交通機関チケットの代理販売・日本国内観光ホテルの代理販売・国内、海外（個人、団体）旅行業務・各種訪日ツアー・日中文化経済交流に関するイベントの企画運営・旅行傷害保険業務■拠点：・国内…本社（大阪市北区）、東京営業所（東京都新宿区）、札幌営業所、福岡営業所、沖縄営業所,大阪府大阪市北区梅田3-2-123イノゲート大阪10F,1993,86,30百万円,33.0,"Failed to retrieve page, status code: 410",,
2024-07-01,エムハートツーリスト株式会社,旅行・旅行代理業,1,■事業内容：海外国内旅行業務全般 損害保険代理店業 両替商,大阪府守口市本町2-5-18,1980,55,100百万円,,https://www.mheart.co.jp/index.html,,
2024-08-01,ABホテル株式会社,ホテル・旅館・宿泊施設,13,■事業概要：全国に34店舗のビジネスホテルを展開しています。Amenity Bright（快適に明るく輝いている）をモットーに、駅前立地で好アクセス、バイキング形式の朝食サービス、大浴場の完備などビジネスからレジャーに至るまで様々なシーンで便利にご利用いただける事が特徴です。2017年に東証スタンダード市場・名証メイン市場へ上場しています。コロナ禍でも高い稼働率を維持し、業界トップクラスの利益率・稼働率を誇り、企業基盤も安定しております。,愛知県安城市三河安城町1-9-2,2014,72,953百万円,35.0,https://www.ab-hotel.jp/,,スタンダード市場
2024-08-01,株式会社西松ホテルマネジメント　ホテルＪＡＬシティ富山,ホテル・旅館・宿泊施設,9,～ 富山県初進出の「ホテルＪＡＬシティ」ブランドで、あなたのこれまでの経験を発揮できる場所がここにあります！ ～■事業内容： ホテル事業（宿泊・レストランサービスの提供に係る業務）,富山県富山市宝町1-4-1,2019,37,10百万円,,https://www.toyama.hoteljalcity.com/,,
2024-07-01,東武タウンソラマチ株式会社,レジャー・アミューズメント,3,■事業内容：東武鉄道100％出資、東武グループの企業として事業を展開し、2012年5月に開業した「東京スカイツリータウン(R)」の施設管理および「東京ソラマチ(R)」の商業運営を行っています。,東京都墨田区押上2-18-12,2010,53,10百万円,39.0,https://www.tokyo-solamachi.jp/,,
2024-06-01,株式会社ＢＥＳＴ　ＨＥＲＢＳ,レジャー・アミューズメント,3,■事業内容：英国式リフレクソロジーサロン「Queensway（クイーンズウェイ）」の他、直営サロンの経営をしています。,東京都中央区銀座3-2-9,1987,125,50百万円,,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社トピーレック,スポーツ・ヘルス関連施設,1,■事業内容：・スポーツクラブの運営(直営)および24時間営業小型フィットネスジムの運営(フランチャイズ)・不動産管理・運営および賃貸業,東京都江東区南砂6-7-15,1972,41,300百万円,44.0,http://www.topyrec.co.jp/,,
