更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社ライオンズ旅行企画,旅行・旅行代理業,求人なし,京都府京都市伏見区竹田真幡木町55ライオンズ旅行企画ビル 1Ｆ,1986,代表取締役 下平 明利,36 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アスモ,レジャー・アミューズメント,求人なし,大阪府大阪市西区南堀江1-7-4マルイト南堀江パロスビル 8Ｆ,1993,代表取締役 上田 和弘,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ストロングス,スポーツ・ヘルス関連施設,求人なし,東京都港区南青山7-13-5南青山リージェンシー 201,1995,代表取締役 大川 達也,91 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社スナップ,ホテル・旅館・宿泊施設,求人なし,東京都港区新橋4-25-6鈴仙ビル 6Ｆ,1981,代表取締役 山本 勲,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社スーパーホテル,ホテル・旅館・宿泊施設,無,大阪府大阪市西区西本町1-7-7ＣＥ西本町ビル,1989,代表取締役社長 山本 健策,67 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アーバンホテルシステム株式会社,ホテル・旅館・宿泊施設,求人なし,京都府京都市伏見区深草西浦町4丁目59,1992,代表取締役 杉本 豊平,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社サン・グリーン,スポーツ・ヘルス関連施設,求人なし,京都府京都市伏見区羽束師古川町330サングリーンビル,1973,代表取締役 大川 猛,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,淡路フエリーボート株式会社,レジャー・アミューズメント,求人なし,兵庫県神戸市垂水区青山台1-22-1,1962,代表取締役 井植敏雅,96 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ジャンピングツアー,旅行・旅行代理業,求人なし,東京都港区新橋5-9-1曽我ビル 3Ｆ,1998,代表取締役 阿部 重善,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社バーチャルネットサポート,旅行・旅行代理業,求人なし,東京都港区浜松町2-10-1浜松町ビル 2Ｆ,1999,代表取締役 荒木 裕治,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日本トラベルセンター株式会社,旅行・旅行代理業,求人なし,大阪府大阪市西区阿波座1-1-10平田ビル 7Ｆ,1986,代表取締役 鎌田 勝,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,大新商事有限会社,レジャー・アミューズメント,求人なし,神奈川県川崎市川崎区大師駅前1-5-5,1985,代表取締役 新井 尚紀,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社東天閣,レジャー・アミューズメント,求人なし,神奈川県川崎市川崎区浜町4-12-5,1979,代表取締役 田 健作,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社東名サービス,スポーツ・ヘルス関連施設,求人なし,愛知県名古屋市名東区藤が丘143藤ケ丘市街地住宅1号棟,1968,代表取締役 柴田 一成,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ザイム,レジャー・アミューズメント,求人なし,大阪府大阪市西区北堀江1-3-17ギザヒルズ 801,1995,代表取締役 豊田 幸穂,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社神出商産,レジャー・アミューズメント,求人なし,愛知県名古屋市名東区高針1-701,1976,代表取締役 戸田 勝巳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ドリームスタジオ,レジャー・アミューズメント,無,東京都港区南青山1-15-18リーラ乃木坂 2Ｆ,1988,代表取締役 男全 修二,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■テーマパークやテーマランドのプロジェクト開発企画・設計・製作・運営指導■アトラクション施設の企画・設計・製作・運営■各種イベントの企画・設計・製作・運営■科学館、企業PR館、展示館などの展示企画・製作■テーマパーク内環境創造デザイン及びプロデュース 2023年6月doda掲載求人より引用,
2024-08-01,株式会社クロノス・インターナショナル,旅行・旅行代理業,求人なし,東京都港区新橋5-27-1新橋パークプレイス 2Ｆ,1996,代表取締役 宮本 慎二,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社欽山,ホテル・旅館・宿泊施設,無,兵庫県神戸市北区有馬町1302-4,1973,代表取締役 小山 嘉昭,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社デイリー社,スポーツ・ヘルス関連施設,無,大阪府東大阪市若江西新町3-1-5,1983,代表取締役 北村 守,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 当社はゴルフ場を中心にホテル・リゾート、ワイナリー、飲食等様々な事業を展開しています。健康経営優良法人2021認定 ■ゴルフ場・ホテル・レストラン等レジャー施設の運営■事務アウトソーシングおよびコンサルティング業（グループ会社の事務代行）■製薬事業・採用試験に使用する適性試験の作成・販売■発電事業■産業廃棄物事業 2022年1月doda掲載求人より引用,
