更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,事業内容,上場市場名
2024-08-01,株式会社紀文,レジャー・アミューズメント,求人なし,岐阜県高山市上岡本町3-316-1,1959,代表取締役 向井 鉄也,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,飛岳観光株式会社,レジャー・アミューズメント,求人なし,岐阜県高山市花岡町1-15丸越ビル 4Ｆ,1968,代表取締役 山越 辰雄,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,倉敷開発株式会社,スポーツ・ヘルス関連施設,求人なし,岡山県倉敷市二子1943,1962,代表取締役 大場 満寿夫,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ひだホテルプラザ,旅行・旅行代理業,求人なし,岐阜県高山市花岡町2-60,1972,代表取締役 井ノ下 雄志,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社下電ホテル,ホテル・旅館・宿泊施設,求人なし,岡山県倉敷市大畠1666-2,1955,代表取締役 永山 久徳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,一般社団法人霞ヶ関カンツリー倶楽部,レジャー・アミューズメント,求人なし,埼玉県川越市大字笠幡3398,1929,代表理事 木村 希一,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,多治見クラシック株式会社,スポーツ・ヘルス関連施設,求人なし,岐阜県多治見市小名田町1,1984,代表取締役社長 是枝 昌和,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社スプラウト,ホテル・旅館・宿泊施設,求人なし,北海道札幌市北区北十二条西1-1-111301,1990,代表取締役 佐伯 露美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社コパン,スポーツ・ヘルス関連施設,求人なし,岐阜県多治見市光ケ丘2-60-1,1992,代表取締役 市岡 道隆,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,サン旅行開発株式会社,旅行・旅行代理業,求人なし,埼玉県熊谷市中央2-87,1952,代表取締役 小川 将人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社小樽ゴルフ場,スポーツ・ヘルス関連施設,求人なし,北海道小樽市銭函3-73,1961,代表取締役社長 徳山 勇,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,オリエンタル商事株式会社,スポーツ・ヘルス関連施設,求人なし,岐阜県多治見市太平町5-27,1971,代表取締役 村瀬 庄市,42 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,熊谷観光ゴルフ株式会社,レジャー・アミューズメント,求人なし,埼玉県熊谷市石原1431,1960,代表取締役 藤松 健,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社埼北スイミングスクール,レジャー・アミューズメント,求人なし,埼玉県熊谷市中西4-12-1,1979,代表取締役 大塚 高正,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
