更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-08-01,レバレジーズ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,99+,■事業内容（主力事業）： （1）IT事業（2）医療・介護事業（3）若年層事業,東京都渋谷区渋谷2-24-12渋谷スクランブルスクエア24F/25F,2005,27.0,2765,50百万円,https://leverages.jp/company/profile/,,
2024-06-01,株式会社プラチナム,PR会社・代理店,4,■概要：雑誌やTV、新聞、雑誌、WEB、イベント等のメディアを通して戦略的なマーケティングPRを行うPR会社です（総合PRベクトルグループにて戦略PR事業を展開。社員数・業績はグループ全体の数値です）,東京都港区赤坂4-15-1赤坂ガーデンシティ18F,2004,,200,"1,000百万円",http://platinuminc.jp/,,
2024-06-01,株式会社ヴァリアス・ディメンションズ,SP代理店（イベント・販促提案など）,2,■事業内容：PROMOTION DESIGN…EVENT PROMOTION、PUBLICITY PROMOTION、CAMPAIGN PROMOTION、INTERACTIVE COMMUNICATION,東京都中央区銀座7-17-2アーク銀座ビルディング4F,2002,31.0,35,10百万円,http://v-dimensions.com/,,
2024-07-01,株式会社レブニーズ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,7,■事業内容：北海道・礼文島がルーツの弊社は、北海道の食と観光を通じて北海道を活性化する「北海道プロデュースカンパニー」を目指しています。,北海道札幌市北区北九条西3-19-1ノルテプラザ5F,2006,41.0,70,100百万円,http://www.rebun.jp,,
2024-08-01,Ｖｏｇａｒｏ株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,6,■主要事業：・WEBサイト制作、WEB広告運用、SNS運用、WEBを活用した販売企画支援・2021年2月に株式会社MBSイノベーションドライブと資本業務提携を締結し、MBSメディアホールディングス傘下の毎日放送・MBSラジオとの連携したプロジェクトを推進しています。,大阪府大阪市福島区福島1-1-12堂島リバーフォーラム 3F,2005,30.8,27,51百万円,http://www.vogaro.co.jp/,,
2024-08-01,株式会社テクロス,ゲーム（オンライン・ソーシャル）,7,■事業内容：ソーシャルゲームの開発※当社では2012年からソーシャルゲーム開発事業を行っています。ゲームの企画立案からシナリオ作成、キャラクターデザイン、UIデザイン、キャラクターモーション・エフェクト作成、ゲームシステム開発（エンジニアリング）などを自社開発しています。,東京都渋谷区恵比寿1-19-19恵比寿ビジネスタワー2F,2009,29.0,148,10百万円,https://www.techcross.co.jp/,,
2024-08-01,akippa株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,5,■事業内容：akippa～パーキングシェアサービス～予約可能なパーキングシェアサービス『akippa』を展開しております。我々のビジネスはシェアリングエコノミーと呼ばれ、海外では時価総額数兆円とされる「airbnb」、「UBER」などが大きく展開されていますが、日本ではまだまだ浸透していません。当社はシェアリングエコノミーの先駆者として、日本国内はもちろん世界に大きくチャレンジしていきたいと考えています。,大阪府大阪市浪速区難波中2-10-70なんばパークスタワー14F,2009,35.0,86,"2,000百万円",http://akippa.co.jp/,,
2024-08-01,キラメックス株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,8,■事業内容：プログラミング教育事業,東京都渋谷区渋谷2-9-8,2009,,80,48百万円,https://www.kiramex.com/,,
2024-07-01,株式会社コアテック,Webマーケティング（広告代理店・コンサルティング・制作）,8,■事業内容： 日本最大級の業界特化型のポータルサイト、求人サイトをはじめ、収益性の高いWebサイト開発を中心に据え、順調に売上を拡大し続けています。(直近3年は対前年比140%前後で推移)今後は既存事業の拡大はもちろん、新規事業にもチャレンジしてまいります。,東京都目黒区青葉台3-6-28住友不動産青葉台タワー12F,2009,35.1,202,90百万円,https://core-tech.jp/,,
2024-07-01,株式会社ライフェックス,Webマーケティング（広告代理店・コンサルティング・制作）,7,主な事業は以下の３軸です。(1)ブランディング支援業務購購導線や販売売法の設計、ブランドアイデンティティを基に進めた企画を実践することで、、期に渡り消費者に愛されるブランドの構築を図ります。(2)マーケティング支援事業リスティング広告やアフィリエイトなど各広告の特徴や設計計法を提供するほか、SNS運運やメディアタイアップで商品やサービスを訴求します。(3)CRM支援事業CRMについてLTVの最最化、ロイヤルカスタマー化を図る最適なソリューションをご提案。あわせてコンタクトセンターや物流流援ををうことで顧客との関係ををめます。,東京都港区赤坂6-13-13エスト・グランディールCARO赤坂1F,2009,,17,15百万円,https://lifex-group.co.jp/,,
2024-08-01,株式会社Ｒｅｓｏｒｚ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,10,■事業内容： 日本企業の海外進出支援に特化したサービス・海外ビジネス求人・メディアの運営他、海外アウトソーシング支援サービスなど、海外ビジネスに関する支援事業を行っています。・海外ビジネス支援プラットフォーム『出島～Digima～』・日本最大級の海外ビジネスイベント『海外ビジネスEXPO』・グローバル人材活用支援『開国エンジン』・自治体、大使館等の政府機関や金融機関向けの『海外ビジネスサポート事業』,東京都新宿区市谷八幡町2-1大手町建物市ヶ谷ビル3F,2009,,23,12百万円,http://www.resorz.co.jp/,,
2024-07-01,株式会社ｄｓｃ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,3,■事業内容：・カレッジスポーツ事業・メディア事業（「CSPark」「CSPark for STUDENS」）・デジタルコンテンツ事業・キャリアサポート事業（「CSParkCareer」）・クラブビジネス事業,東京都渋谷区渋谷2-22-6幸和ビル,2009,29.0,27,15百万円,https://dsc-web.com/,,
2024-08-01,株式会社ＳＦＩＤＡ　Ｘ,Webマーケティング（広告代理店・コンサルティング・制作）,1,【事業内容】■WebDXコンサルティング事業■Webアプリ事業■Web制作事業■アプリ開発事業,東京都新宿区西新宿6-18-1住友不動産新宿セントラルパークタワー11F,2009,27.9,181,25百万円,https://www.sfidax.jp/,,
2024-08-01,株式会社よりそう,Webマーケティング（広告代理店・コンサルティング・制作）,3,■事業内容：明確な価格とわかりやすいパッケージプランのお葬式サービス「よりそうお葬式」とお坊さん手配サービス「よりそうお坊さん便」を主力に、総合ブランド「よりそう」を展開。相続、終活、お葬式、供養。一人ひとりの課題に合わせて適切なサービスをワンストップで提供するプラットフォームにより、世の中を幸せにする仕組みづくりを続けています。,東京都品川区西五反田2-11-17HI五反田ビル4F,2009,34.0,120,"5,921百万円",https://corp.yoriso.com/,,
2024-07-01,株式会社マテリアル,PR会社・代理店,7,＜事業内容＞・ブランドビルディング、マーケティングコミュニケーション業務全般・ブランド戦略、マーケティング戦略の分析、立案、実行と、それらに伴うコンサルティング業務・クリエイティブの企画、制作業務・キャスティング業務,東京都港区赤坂1-12-32アーク森ビル35F,2005,29.0,140,10百万円,http://materialpr.jp/,,
2024-08-01,株式会社クリエイティブネットドア,Webマーケティング（広告代理店・コンサルティング・制作）,2,【企業理念】「Web制作、デジタルマーケティングを通して 社会に貢献し、社員の輝く人生をつくる」私たちは自主独立の開拓者精神を持ち、Web制作とデジタルマーケティングの力で未来を切り拓く「Web制作のパイオニア」として社会に貢献します。【事業内容】,北海道札幌市中央区大通西5-11大五ビル,2004,32.0,26,14百万円,https://www.cn-door.com/,,
2024-07-01,株式会社ラルズネット,Webサービス・Webメディア（EC・ポータル・ソーシャル）,6,■当社について：「不動産会社様の成長」を実現することを企業理念とする、不動産専門のWEBコンサルティング会社です。物件探しポータルサイト『不動産連合隊』連合隊の運営や、不動産会社様向けWEBデザイン・制作を行い、不動産会社様の売上向上のために必要な手段をすべて提供している会社です。,北海道函館市桔梗町379-18函館テクノパーク内,2001,,48,100百万円,https://www.rals.co.jp/recruit/,,
2024-08-01,株式会社ユーストカードットコム,Webサービス・Webメディア（EC・ポータル・ソーシャル）,2,■事業内容： ・中古車情報検索サイトの運営やデータ加工、自動車関連情報の収集ならびに編集/制作・上記関連システムの開発、販売※データ提供先は金融機関や大手Webサービスなど、有名企業を中心に自動車業界以外へも幅広く提供,神奈川県藤沢市南藤沢5-9朝日生命藤沢ビル1F、8F,2000,,30,10百万円,https://www.u-car.co.jp/welcom.jsp,,
2024-06-01,株式会社西日本新聞メディアラボ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■Web制作■映像制作■コンテンツ制作■デジタルメディアの運営■デジタルプロモーション など,福岡県福岡市中央区今泉1-9-14 西日本新聞天神南ビル,1993,,69,8000万円,https://www.medialab.co.jp/,代表取締役 清田 慎弥,
2024-07-01,株式会社AVC放送開発,総合広告代理店,1,■事業内容：（1）広告代理業…長年培ってきた総合制作プロダクション業務の経験と実績を元に、その強みを生かし、あらゆるメディアを駆使した広告展開を、ワンストップで顧客のビジネスへ貢献しています。（2）クリエイティブ・イベント制作…イベントから式典まで培ってきたノウハウを元に、経験豊富なスタッフが企画や台本制作、ステージデザイン、音響、照明映像のプラン作り、運営／進行までイベントの成功に必要な準備のサポートを行っています。・MICE／PCO（学会）…経験豊富なスタッフが、企画から運営までトータルでコーディネイトしています。,宮崎県宮崎市本郷北方2753-5,1973,42.0,78,10百万円,https://www.avc-hk.co.jp/,,
2024-07-01,株式会社フォレストキッズコミュニケーションズ,SP代理店（イベント・販促提案など）,1,■イベント・コンサート映像の企画、制作■広告販促コンテンツ（映像・グラフィック・イベント・Web等）のプロデュース及びディレクション■キャスティング業務（タレント・講演講師・女子プロゴルファー等）,東京都港区北青山2-11-10 青山野末ビル1F,2000,,,1000万円,http://forest-kids.com/,代表取締役 石原 裕久,
2024-08-01,glassy株式会社,広告制作,6,■企業概要◆Corporate Slogan◆企業の「らしさ」を「ありたい姿」に、「ありたい姿」を働く人の「なりたい姿」に。私たちglassy&Co.は人と組織の間にある課題に直接関わり、インナーブランディング活動を中心に戦略提案を行うことで、企業が目指すありたい姿へと導くクリエイティブカンパニーです。「コーポレート・ブランディング事業」という主力事業に加え、「コミュニケーションTech事業」と「イベントプロデュース事業」という２つの新たな事業へ領域を拡大し、クライアント企業のブランド力の最大化とインナーコミュニケーションの活性化をトータルで支援しております。,東京都江東区新大橋1-8-7,1996,38.7,35,10百万円,https://glassy-co.jp/,,
2024-05-01,株式会社タカラッシュ,SP代理店（イベント・販促提案など）,1,■事業内容：・リアル宝探し「タカラッシュ！」の運営・宝探しを利用した広告代理業務・地域を活性化するためのイベントの企画、運営・旅行、研修の素材となるイベントの企画、運営・その他、上記周辺業務,東京都品川区大井1-28-1住友不動産大井町駅前ビル13F,2003,,60,10百万円,http://www.takarush.co.jp/,,
2024-08-01,有限会社エイデー,SP代理店（イベント・販促提案など）,1,■事業概要：携帯電話ショップや飲食店等のSP（セールスプロモーション）全般の企画・製作を主業とする会社です。,大阪府大阪市阿倍野区阪南町1-27-2昭和町ビル 8F,1998,34.3,12,3百万円,http://www.t-walker.com/,,
2024-08-01,株式会社ＡＸＳＥＥＤ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■事業内容・SPPM（クラウドサービス）の 開発／構築／管理／運用・業務支援サービス・業務コミュニケーションアプリの 開発／構築／管理／運用・Google Cloud 導入支援,東京都渋谷区恵比寿1-19-19,2004,,74,10百万円,https://www.axseed.co.jp/,,
2024-08-01,株式会社トータルブレーン,SP代理店（イベント・販促提案など）,13,■事業内容：・セールスプロモーション事業…イベント、キャンペーン、展示会、セミナーなどの企画制作、運営業務、各種事務局運営・MICE事業…イベント企画制作（国内／国外）、施工、展示物の輸送管理、ホテル、交通のケア・エージェント事業,東京都中央区築地3-11-6築地スクエアビル8F,2004,31.0,60,53百万円,https://www.totalbrain.jp/,,
2024-07-01,株式会社学研プロダクツサポート,放送・新聞・出版,2,■事業内容：経理、人事、総務、オフィス管理、情報システム、他の業務の受託,東京都品川区西五反田2-11-8,2009,,326,30百万円,https://gakken-ps.co.jp/,,
2024-07-01,ケイビーカンパニー株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,1,■Webマーケティング事業「検索ドーンGYAX」をはじめとしたWebサービスの企画・運営・販売を通じ、リアル店舗をターゲットとしたSEO・MEO対策やSNS等、店舗のWeb集客をサポートしています。,大阪府大阪市中央区本町2-3-9 JPS本町ビル5階,2009,28.0,22,,https://kbcompany.jp/,代表取締役社長 北島 万乘,
2024-08-01,株式会社SPICE SERVE,SP代理店（イベント・販促提案など）,6,■クルージング事業■船舶・水辺施設マネジメント■散骨・セレモニー事業■ケータリング・店舗運営■イベント企画運営■旅行業事業所属：一般社団法人日本旅行業協会（JATA）東京都知事登録旅行業第2-6879号保有＜9月6日はクルージングの日＞制定企業,東京都港区海岸3-18-21ブライトイースト芝浦1F,2009,33.0,25,10百万円,http://www.spice-serve.biz/,,
2024-07-01,株式会社Ｃａｋｅ．ｊｐ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,"Flashコンテンツの制作からECへと事業転換し、2017年にケーキ・スイーツの専門通販サイト『Cake.jp』のサービスを開始しました。現在、会員数150万人、加盟店舗数1,700店舗以上、8,000種類のラインアップを展開しています。また、市場拡大に貢献するべく、2021年5月には7.7億円の資金調達を行い、日本の成果業界の持続的な発展の一助となれるよう尽力しています。フードロスや働き方改革への取り組みとして、加盟店に対し完全受注生産の冷凍ケーキ製造の提案を行ったり、特許出願中の冷凍製法やパッケージを利用し、冷凍ケーキの品質向上にも努めています。",東京都新宿区西新宿6-24-1西新宿三井ビル1503,2009,32.0,62,708百万円,https://corp.cake.jp/,,
2024-07-01,株式会社CyberZ（サイバーエージェントグループ）,Webマーケティング（広告代理店・コンサルティング・制作）,9,2009年に設立し、スマートフォンに特化した広告マーケティング会社としてスマートフォン広告における運用・効果検証、交通広告やウェブCMの制作など、幅広いマーケティング事業を展開しております。日本に加え、アメリカ、韓国、台湾など、国内広告主の海外進出および海外広告主の日本展開支援も行っております。また、広告代理事業の他に国内最大級のeスポーツイベント「RAGE」を運営し、エンターテインメント領域の事業者様との複数の事業展開を通じて、業界活性とビジネス創出に努めてきたこれまでの知見や強みを活かし、イベント制作事業などを展開しております。,東京都渋谷区渋谷2-24-12渋谷スクランブルスクエア23F,2009,30.0,320,40百万円,http://cyber-z.co.jp/,,
2024-08-01,株式会社モストカンパニー,放送・新聞・出版,3,■会社概要：音楽制作、CD制作販売、ゲームの音響制作、アーティストのファンクラブ運営、コンサートグッズ制作、アーティスト映像制作（ライブBD、MV制作）等、「音とエンタテインメント」に特化した会社です。大きな仕事を支える小さな会社ですが、個人の創意工夫とチームワークが業務を動かしています。ひとりひとりの責任が大きい分、成果もダイレクトに味わうことができます。,東京都新宿区西新宿1-19-6山手新宿ビル11F,2002,36.0,38,28百万円,http://www.most-company.com/index.html,,
2024-08-01,株式会社ブレイブ,総合広告代理店,1,◆総合広告代理業◆求人広告事業（全国求人メディアの取り扱い）◆セミナー事業◆講演事業 など,東京都千代田区外神田5-2-1 外神田Sビル 8F,2009,,18,1000万円,http://www.bravec.co.jp/,代表取締役社長 秋元 智子,
2024-07-01,株式会社オルティー,SP代理店（イベント・販促提案など）,1,■企業概要：当社は、セールスプロモーション企業として、店舗売場や商品ラベル、パッケージ、POP製造・販売などを主に手掛けております。その他海外輸出入業務食品・衣料品の加工・販売も行っております。,埼玉県朝霞市東弁財1-7-303F,2009,,13,10百万円,https://olty.jp/index.html,,
2024-08-01,株式会社シー・ビー・ティ・ソリューションズ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,5,■事業内容：1. 試験運営総合委託サービス2. 受験サポートシステム構築サービス3. 事務委託・印刷・データ処理・分析サービス4. 資格・検定のポータルサイト「日本の資格・検定」の運営5. 就職マッチングサービス・人材紹介サービスの運営6.プロフェッショナルテストセンターの運営7.その他のサービス 資格・検定試験はもちろん、社内試験や採用試験などのさまざまな試験をワンストップでご提供しています。,東京都千代田区神田練塀町3AKSビル6F,2009,31.0,125,30百万円,https://cbt-s.com/,,
2024-06-01,【サイバーエージェントグループ】株式会社サムザップ,ゲーム（オンライン・ソーシャル）,3,■事業内容： スマートフォンゲームの企画・運営・配信事業,東京都渋谷区宇田川町40-1Abema Towers 12F,2009,34.7,280,120百万円,http://www.sumzap.co.jp/,,
2024-05-01,株式会社アルファス,Webマーケティング（広告代理店・コンサルティング・制作）,1,■事業内容：2つのグループで構成されています。（1）事業部 クリエイティブデザイングループ：お客様の販売促進におけるIT活用支援・マーケティング支援を推進（Web制作・Webシステムの開発・運用を基軸としています）（2）事業部 機械グループ：メーカー機能を持った専門エンジニアリング会社として、製造業を中心としたお客様の生産現場での問題・課題を共有し、生産効率の向上・絶対品質の確保等の調査・提案・設備製作を推進,滋賀県大津市梅林1-3-24グロー大津駅前ビル2F,1983,,13,10百万円,https://alphace.co.jp/,,
2024-08-01,朝日インタラクティブ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,2,■事業内容：テクノロジー＆ビジネス情報の記事を提供する「CNET Japan」、エンタープライズコンピューティングの情報を提供する「ZDNET Japan」等のサイト運営を行なっています。また、CNN.co.jp、鉄道コム、UchuBiz、ツギノジダイをはじめとした、各ジャンルで国内トップクラスのメディアを展開しています。その他、広告事業やイベントのコンサルティングまで幅広い事業を行なっています。,東京都千代田区神田神保町2-2ミレーネ神保町ビル5F,2009,37.0,67,10百万円,https://aiasahi.jp/,,
2024-08-01,ハートコア株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■事業内容：Webテクノロジーを利用したコンテンツマネジメント・ソリューションの開発及びグローバル販売・保守■製品の特徴：HeartCore「HeartCore」は（CMS）コンテンツ管理システムとして広く普及しているWebサイトの管理基盤で、2015年度実績で国内CMSシェアNo.1になっています。同製品はCMS機能だけではなく、ブログ、SNS、掲示板等のコミュニティ機能、マーケティング機能や、コマース機能などが提供され、さらには、ERP、SCM、CRM等の基幹システムとの連携も可能となっており、多くの企業に利用されています。,東京都品川区東五反田1-2-33白雉子ビル3F,2009,38.1,53,100百万円,https://www.heartcore.co.jp/,,
2024-08-01,株式会社Faber Company,Webマーケティング（広告代理店・コンサルティング・制作）,12,■事業内容<テクノロジー事業＞Webマーケティング支援ツール「ミエルカSEO」の開発・販売Webアクセス解析ツール「ミエルカヒートマップ」の開発・販売地域ビジネス向けWebマーケティング支援ツール「ローカルミエルカ」の開発・販売<人材紹介事業>Webマーケティング人材に特化した人材紹介「ミエルカコネクト」<コンサルティング事業>SEO施策、コンテンツを主体としたWebマーケティングの問題解決<インターネットメディア事業>自社インターネットメディアの企画・制作・運営,東京都港区虎ノ門4-1-1神谷町トラストタワー23F,2005,30.0,69,100百万円,https://www.fabercompany.co.jp/,,
2024-07-01,株式会社ネイキッド,PR会社・代理店,9,■事業内容： ・自社IP事業（NAKED COLLECTION）・NEW ENTERTAINMENT事業・地域共創事業・企業クリエイティブコンサルティング事業・ライフスタイル事業・アートプロデュース事業,東京都渋谷区元代々木町25-8,1997,,110,43百万円,https://naked.co.jp/,,
2024-08-01,株式会社フォーデジット,広告制作,12,「グローバルに展開するデザイン＆テックカンパニー」フォーデジットは、ビジネスとユーザーをつなぐ「デザイン」を提供しています。今後クライアント企業のプロフェッショナルパートナーとして、サービス創出・DX・デジタル施策に並走し、ビジネスソリューションとなるデザイン＆テックを世界中で提供していきます。,東京都港区赤坂8-5-32田中駒ビル 2F/3F,2001,33.6,189,45百万円,https://www.4digit.com/,,
2024-07-01,ファビウス株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,7,■概要：2007年にIT企業として立ち上がった当社。2014年9月から女性向け美容ECブランド「FABIUS」を運営開始し、既存市場に捉われない商品企画力と、ITビジネスで培ったwebマーケティング力を背景に、社員数35名ながら売上は130億超と異次元の成長を遂げた企業です。■事業内容：・女性向けECブランド「FABIUS」当社は「すべての女性に新しいキレイを提供する」をテーマにした女性ブランド「FABIUS」を展開し、商品企画・販売・制作・運用など自社にて行っております。また、新ブラント立ち上げや卸事業などへの展開も予定しており、国内だけではなく、海外展開を積極的に行っております。,東京都渋谷区渋谷2-12-19,2007,34.0,52,33百万円,https://fabius.co.jp/,,
2024-07-01,株式会社アイビス,Webマーケティング（広告代理店・コンサルティング・制作）,1,■広告提案事業・インターネット広告制作・運用・広告運用コンサルティング・SEO（検索エンジン最適化） など■企画・制作・開発事業・Webサイト、Webコンテンツの企画、制作・ポータルサイトの企画、制作■システム開発事業・Webアプリケーション開発・ソフトウェア開発■ITスクール情報サイト「マナビタイム」の運用■飲食店向け支援事業 など,大阪府大阪市浪速区湊町2-1-7 ルネッサ難波ビル5F（大阪本社）,2006,,102,"404,495,577円 ※2023年8月現在",https://ibis.gs/,代表取締役 大原 弘美,
2024-07-01,GRASグループ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,2,■企業概要：2005年の設立以来、「辞書」と「翻訳」をキーワードにオンライン辞書サービス事業を展開。主力事業である「Weblio辞書サービス」は、国内市場シェア1位、月間PV数2.4億と、圧倒的な存在感を示しています。,東京都港区芝5-14-13アセンド三田7F,2005,31.9,101,100百万円,https://gras-group.co.jp/,,
2024-07-01,株式会社ホワイトプラス,Webサービス・Webメディア（EC・ポータル・ソーシャル）,6,■事業内容： テクノロジー×クリーニング（サービス名：リネット）・インターネットから注文できるクリーニングの宅配サービス。会員数は50万人（2022年現在）を超え、20代から80代までと非常に幅広い年齢層のユーザーが同サービスを利用しています。,東京都品川区西五反田7-20-9KDX西五反田ビル8F,2009,37.0,75,50百万円,http://www.wh-plus.com/,,
2024-07-01,株式会社エムディーピー,Webマーケティング（広告代理店・コンサルティング・制作）,4,【デジタルクーポン リーディングカンパニー】デジタルクーポンを商材に、さまざまな企業の課題解決に取り組んでいます。◎部署や個人間の競争意識は少なく、会社全体で協力して取り組むようなおだやかな雰囲気です。◎営業チームでは、まずは自社サービスの理解や営業の流れを把握するため、社内の進行管理のポジションで数か月研修を行うなど、個人の適性に合わせて、研修を行っています。◎原則、チームで業務を行うことが中心のため、経験が浅い方でも先輩社員や上司の提案の仕方を見ながら、徐々にスキルアップが可能です。,東京都港区南青山2-24-15,2009,29.0,40,10百万円,https://mdp.inc/,,
2024-07-01,株式会社電通アイ・アンド・シー・パートナーズ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,5,■会社概要株式会社電通アイ・アンド・シー・パートナーズは、デジタル広告運用を中心に、クリエイティブ制作、アクセス解析、各種デジタルツールの活用提案など、ワンストップでデジタルマーケティングを請け負っています。デジタル広告事業での取り扱い媒体は、Google、Yahoo、Meta・Instagram・X（旧:Twitter)・LINE・TikTok広告等、幅広く、各種認定パートナー資格を保有しており、最先端の提案を行っています。,宮城県仙台市青葉区国分町3-6-1仙台パークビル11F,2009,32.0,42,17百万円,http://www.iandc.jp/,,
2024-08-01,BRANU株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,13,"【事業内容】建設業向けデジタルトランスフォーメーション事業BRANU株式会社(ブラニュー)は「テクノロジーで建設業界をアップデートする。」をビジョンに、建設業をつなぐメディア「CAREECON」とマーケティングから採用管理、施工管理、経営管理まで行える建設業向け統合型ビジネスツール「CAREECON Plus」からなる建設DXプラットフォーム「CAREECON Platform」を提供しています。SMBに特化した機能開発と、導入から運用まで伴走し続けるDXコンサルティングサービスで、契約社数は5,000社を超えています。",東京都港区六本木6-1-24ラピロス六本木4F,2009,27.5,160,71百万円,https://branu.jp/,,
2024-07-01,株式会社アドフレックス・コミュニケーションズ,総合広告代理店,3,■事業内容：「For your success」をスローガンとし、クライアントのビジネスを成功させるために、ダイレクトマーケティング市場で総合的なマーケティングコミュニケーション戦略の提案と実施を行っています。,東京都港区海岸1-2-20汐留ビルディング21F,2008,32.0,60,25百万円,http://www.ad-flex.com/,,
2024-07-01,アタラ株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,1,■事業内容： ・Google広告、Facebook広告など運用型広告の伴走型インハウス化支援・Google広告、Facebook広告など運用型広告の運用支援、最適化・広告主、広告代理店への広告運用トレーニング・運用型広告レポート作成支援システムglu（グルー）の提供・BIツール／ダッシュボード導入支援、各種データ収集、KPIマネジメントコンサルティング・データ活用トレーニング・Google Analytics／GA4設定支援、導入コンサルティング・Web APIを活用したマーケティングシステムの受託開発,神奈川県横浜市青葉区元石川町3712-12-D,2009,,28,47百万円,https://www.atara.co.jp/,,
2024-06-01,株式会社ＡＳプランニング,広告制作,1,■事業内容・流通業での販促活動におけるコミュニケーションデザイン・流通業でのカタログ、チラシの制作で高感度を表現するクリエイティビティ・デザインのクオリティを安定的にご提供できるノウハウの蓄積・活用※東銀座印刷出版株式会社（出資比率100%）,東京都豊島区高田3-5-13,2009,42.6,11,10百万円,http://www.yumekoubou.co.jp/asp/,,
2024-07-01,白光印刷株式会社,印刷,1,"■事業内容： ・制作,デザイン・オフセット印刷・オンデマンド印刷・製本加工",和歌山県和歌山市雑賀崎2021-3,1966,39.0,11,10百万円,https://hakkouprint.com/,,
2024-06-01,トラベルズー・ジャパン株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,"■事業内容について：世界最大級のオンライン旅行情報メディア「Travelzoo」の運営■Travelzoo（トラベルズー）の特徴について：トラベルズー(Travelzoo／NASDAQ: TZOO)は、世界8か国3,000万人以上、日本国内で約100万人のメンバー（登録会員）を抱える、観光産業専門のグローバルオンラインメディアです。旅のエキスパートが、世界2,000以上の旅行関連企業の情報や消費者リサーチをもとに企画・編集した独自の旅行情報を、会員限定で配信しています。■サービスサイトhttps://www.travelzoo.com/jp/",東京都新宿区新宿5-15-14,2007,36.0,10,5百万円,https://www.travelzoo.com/jp/,,
2024-07-01,株式会社トライム,Webマーケティング（広告代理店・コンサルティング・制作）,2,■事業内容： ・Creative Service ブランドサイトや大規模なコーポレートサイト、ECサイトの構築 など・Solution Service API連携、CMS構築、バナー/ランディングページ制作 など・Marketing Service ECビジネス設計やSEO分析支援、SNS運用 など,東京都千代田区飯田橋3-4-4第5田中ビル4F,2009,,8,10百万円,https://try-m.co.jp/,,
2024-06-01,株式会社シー・エフ・ワイ,専門広告代理店（雑誌・新聞・交通・屋外・折込など）,1,■事業内容： パチンコ特化型広告代理店・広告媒体全般・折込チラシ・DM・ポスティング・タウンメール・雑誌・TVCM・ラジオCM・サイントラック・販促プロモーション全般・店内販促・店外販促・Web関連制作広告全般・ホームページ・動画制作・ディスプレイ広告・インストリーム広告・検索広告,千葉県柏市柏2-5-8柏セントラルビル5F,2009,,50,10百万円,https://cfy.jp/company/company/,,
2024-08-01,ｌａ　ｂｅｌｌｅ　ｖｉｅ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,18,【事業内容】フラッシュセールサイト「GLADD」及び「GILT」等の企画・開発・運営,東京都港区赤坂7-1-16オーク赤坂ビル5F,2009,35.0,329,100百万円,https://recruit.labellevie.jp/,,
2024-06-01,株式会社スクエアクロス,総合広告代理店,1,■企業概要：広島を地場とする総合広告代理店です。2010年の設立ながらも、全国規模や地場大手企業との直接取引を行っており、一定の存在感を誇っています。田中社長はもともとは大手広告代理店の出身。45歳の時に独立し、現在のスクエアクロスを立ち上げました。大企業の看板で勝負することなく、クオリティで勝負したい、そんな気持ちから現在に至っています。,広島県広島市中区八丁堀15-10セントラルビル5F,2010,,30,3百万円,http://squarecross.co.jp/,,
2024-08-01,株式会社ネットラーニングホールディングス,Webサービス・Webメディア（EC・ポータル・ソーシャル）,4,■事業内容：ｅラーニング業界最大手のネットラーニング(1998年創業)、育児般休業者支援サービスを提供するwiwiw（ウィウィ）をはじめとするグループ5社の戦略的かつ機動的な事業推進と運営を目的として、2010年1月に設立。,東京都新宿区西新宿7-2-4新宿喜楓ビル3F,2010,37.0,190,64百万円,http://www.nl-hd.com/,,
2024-08-01,株式会社ウィンキューブホールディングス,Webマーケティング（広告代理店・コンサルティング・制作）,2,「最先端のWebマーケティングによって経済をつくり、人を幸せにすること」をモットーに、2010年に設立した当社。圧倒的なWebマーケティング力を武器に、健康・スポーツ・不動産・教育・人材・広告代理業等、様々な業界でビジネス展開をしています。＜その他の事業＞■ホームページ制作■セミナー・交流会の企画運営■店舗運営事業■新規事業も随時展開中！,東京都新宿区西新宿1-21-1明宝ビルディング4F,2010,30.1,107,10百万円,https://win-cube-holdings.co.jp/,,
