更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-07-01,株式会社ＧＩＩ,総合広告代理店,2,■事業内容： ・スタートアップ企業投資・Google広告代理店・キャラクターIP代理店,神奈川県横浜市港北区新横浜3-8-11,2019,,2,9百万円,https://www.g-ii.jp/top,,
2024-08-01,株式会社シーズコア,Webマーケティング（広告代理店・コンサルティング・制作）,1,■広告代理業ブランディング業務マーケティング業務全般セールスプロモーション企画・実施WEBマーケティング■体操教室事業ネイス体操教室 アリオ葛西校ネイス体操教室 イオンモール船橋校,東京都荒川区西日暮里2-10-2 日暮里レーベル102号室,2019,,,"10,000,000円",https://cs-core.jp/,代表取締役 細野 大樹,
2024-07-01,ノウンズ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,2,■企業概要：当社は「消費者向けの商品やサービスを提供する企業」の企画をつくるご担当者に対して、低予算・リアルタイム・簡単操作で消費者分析ができる、消費者データ分析SaaS「Knowns Biz」を開発しています。あなたが欲しい定量的なデータ、今まで発想できなかった新しい気づきがあるデータを、簡単に、手軽に引き出し、データの力でイマジネーションを膨らませます。,東京都新宿区新宿4-3-15レイフラット新宿B棟3F,2019,,88,749百万円,https://knowns.co.jp/,,
2024-08-01,クロススポーツマーケティング株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,4,■事業内容： マーケティング事業、リサーチ・コンサルティング事業、イベント・プロモーション事業、プロパティ管理事業,東京都千代田区神田錦町3-20,2011,,60,,http://www.xsmktg.com/top,,
2024-08-01,イオンネクスト株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,4,■事業の特徴：同社は、次世代の日本をリードする新しいネットスーパー事業を構築すべく、イオンと英国Ocado社が日本における「独占パートナーシップ」を結び生まれた会社です。■Ocado社の特徴：2000年に設立されたネットスーパーを運営する企業で、店舗を持たず、オンラインで食料品などの注文を受け、顧客に配送するサービスを提供しています。AIとロボットを駆使した最先端の顧客フルフィルメント・センター（中央集約型倉庫）と精緻な宅配システムを独自に確立し、英国ネットスーパー業界で最も早い成長スピードを誇る企業です。,千葉県千葉市美浜区中瀬1-5-1イオンタワー6F,2019,,500,100百万円,https://www.aeonnext.co.jp/,,
2024-08-01,阪急阪神マーケティングソリューションズ株式会社,放送・新聞・出版,14,■事業内容「パーパスの推進」、「コミュニケーション戦略の立案」、「メディアとクリエイティブ」（交通広告、WEB制作等）、「ブランド体験の構築」等。阪急阪神東宝グループが持つ、デジタル、リアルの幅広い生活者接点。そこから得られる知見をもとに、クライアント企業のパーパス（存在意義・志）を発見。共感性の高い独自の価値創造へつなげ、課題解決への確かな道筋を描きます。,大阪府大阪市北区中崎西2-4-12梅田センタービル26F,2019,44.7,296,10百万円,https://hhms.co.jp/,,
2024-08-01,株式会社ネットドリーマーズ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,8,■事業内容： インターネットメディア事業スマートフォンゲーム事業ソフトウェア／クラウド事業,東京都渋谷区渋谷2-24-12,1999,,121,110百万円,https://www.netdreamers.co.jp/,,
2024-07-01,株式会社ＱｉｔＦａｃｔｏｒｙ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■事業内容： ・ECサイト構築支援（プロジェクトマネジメント・システム開発）・EC周辺サービス導入支援及びツール開発 ・自社サービス開発,東京都渋谷区渋谷3-1-1PMO渋谷Ⅱ,2019,,5,9百万円,https://qitfactory.co.jp/,,
2024-06-01,アドア株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,5,■企業概要：アドア株式会社は、Google 出身の代表が創業した、ブティック型のマーケティングコンサルティング会社です。マーケティング領域のプロフェッショナルが集まる少数精鋭チームにてきめ細やかかつ高品質なコンサルティングサービスを提供しております。ブランドマーケティングやデジタルマーケティングにおける戦略策定やデジタル特化型のクリエイティブ制作・運用、新規事業構築などへのご支援を通して、お客様の商品・サービスがより輝くためのサポートをいたします。,東京都渋谷区道玄坂1-10-8渋谷道玄坂東急ビル2F-C,2020,,,,https://www.adoorr.com/,,
2024-07-01,エックスサーバークラウド株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,24,■事業内容： ・ホスティングサービス事業・インターネット関連サービス事業,大阪府大阪市北区大深町4-20グランフロント大阪タワーA,2020,,47,10百万円,https://xservercloud.co.jp,,
2024-07-01,株式会社ＤＸコンサルティング,Webマーケティング（広告代理店・コンサルティング・制作）,3,■事業内容： <ソリューション・サービス>ベンダーフリーの立場でお客さまに最適なソリューションを提案いたします。サービスの販売を中心としたものではなく、ソリューション導入の事前検証から、サービス導入後の継続的な改善計画による運用着手を提案するものです。<コンサルティングサービス>お客様のシステム管理運用におけるITガバナンス、ITサービスマネジメントをコンサルティングいたします。システム運用管理における実務経験豊富なメンバーが、お客様と一緒に品質生産の改善を支援いたします。,東京都千代田区五番町12-1,2020,40.6,75,50百万円,https://www.dx-consul.co.jp,,プライム市場
2024-07-01,株式会社Ｒｉｇｌｅｆ,Webマーケティング（広告代理店・コンサルティング・制作）,4,■事業内容：・SEO事業／メディア事業・Web広告運用事業・Webマーケティングコンサルティング事業当社では、Webマーケティングのコンサルティング事業を行っております。代表は学生時代に約1年間の長期インターンに参加し、そこで得たSEOノウハウを武器に23歳で起業しました。そして、立ち上げからわずか1年で年商1.3億円へと急成長させ、上場企業へバイアウトした経験を持ちます。そんな代表と、優秀なマーケティングノウハウを持つメンバーで、クライアント様のマーケティング課題を解決しています。,東京都千代田区麹町3-10-1TWG麹町3F,,26.0,20,,https://riglef.jp/,,
2024-08-01,SecureNavi株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,7,SecureNaviは、ISMSの構築・運用を自動化するDXソリューション「SecureNavi」の開発・運営を行っています。2020年1月に創業し、【情報セキュリティの投資対効果（ROI）を最大化する】をミッションとした日本発のセキュリティスタートアップ企業です。現在、日本で初めて「ISMSオートメーションツール」として商標出願をしておりその分野で日本での第一人者を目指しています！,東京都港区港南2-15-1品川インターシティA棟22F SPROUND内,2020,,48,305百万円,https://secure-navi.jp/company,,
2024-08-01,株式会社ＢＩＮＫＳ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■事業内容： BINKSは、広告成果だけでなく 顧客の事業課題・経営課題に適切にアプローチし、様々な手法を駆使して事業を伸ばすことを得意としています。・Marketing事業事業成長に関する課題をあらゆるマーケティング手法を駆使して解決します。Web広告からオフライン広告までマーケティングに関するソリューションを一気通貫で提供。・Data事業事業成長の中で生じた課題を、データサイエンス・技術的な面からサポートします。また、独自の知見やマーケティング力を生かしたパートナーとしての新規事業の立ち上げも行います。,東京都文京区後楽2-2-10松屋ビル901,2020,24.0,15,1百万円,https://binks.jp,,
2024-05-01,Contrea株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,外来DXプラットフォーム「MediOS」の企画・開発・運営・提供《株主》Coral Capital、千葉道場、East Ventures、新生キャピタルパートナーズ,東京都渋谷区代々木1丁目30-14 代々木ANNEX,2020,,50,,https://www.contrea.jp/,代表取締役 / 診療放射線技師 川端 一広,
2024-08-01,Ｔｈｉｎｋｉｎｇｓ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,13,＜新卒採用領域シェアトップクラスの採用管理システム「sonar ATS」／約10億円の資金調達と、事業統合を終えプロダクトは自社でのみ開発できる環境整備、事業、組織共に整備・拡大フェーズ＞同社は、IT・クラウドを駆使した自社SaaSの企画開発～販売までを手掛けております。採用手法の変革を起こすべく、人材ビジネスとITビジネスの経験者が集い設立されました。人に関わる仕事の中でも採用領域に特化し、採用管理システムをベースに、ダイレクトリクルーティング、適性検査、オンライン面接、タレントマネジメントまで、さまざまなHRサービスとオープンに連携し、採用担当者にとって最良のUXを実現します。,東京都中央区日本橋本町4-8-16KDX新日本橋駅前ビル5F,,,190,10百万円,https://thinkings.co.jp/company/,,
2024-07-01,株式会社Ｄａｚｅｄ,放送・新聞・出版,4,■事業内容：・IPの開発・運営 ・ライセンス窓口業務 ・ファンクラブの運営等■当社概要2020年2月に設立した当社は、老舗レコード会社『キングレコード』内のレーベル『EVIL LINE RECORDS（イーブルラインレコード）』のIP運用を手掛けています。ライセンス運用のほか、IPの企画開発、ファンクラブの運営、商品化の企画などを行っています。専門的な業務に従事するスタッフで構築されており、常に活気に満ちあふれています。,東京都文京区音羽1-22-12,2020,,,,https://dazed.co.jp/,,
2024-05-01,株式会社アドダイブ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■インターネット広告運用代理事業■Web集客セミナー・コンサルティング事業■Webサイト制作事業■広報PR業務支援・コンサルティング事業,東京都中央区日本橋小伝馬町7-12 セントラルビル2F,2020,27.0,6,500万円,https://www.addive.net/,代表取締役 田脇 宗城,
2024-06-01,ＢＥＡＳＴＡＲ株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,1,■運用代行・アカウントコンサルティング（Instagram、X（旧Twitter）、TikTokなど）■WEB／SNSのデジタルマーケティング、企画立案■Google、Yahoo!リスティング広告運用■GDN、YDNなど各種ウェブ、SNS広告の運用■WEBサイト制作、運用、保守■SEO・WEB解析■CMS構築／システム開発■ロゴデザイン制作■紙媒体のグラフィックデザイン■動画編集,大阪府大阪市中央区高麗橋2-2-7 東栄ビル4階,2020,,,"1,000万円",https://bea-star.co.jp/,代表取締役 橋野 宏一郎,
2024-05-01,ビジコネット株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,2,■事業内容：（1）ハイクラス転職支援年収800万以上の課長・部長・マネージャー・CEO候補・工場長といったポジション特化した人材紹介サービス。（2）BtoBマッチングサービス人材を欲している企業と人材を提供できる企業を繋ぐマッチングサービスです。（3）デジタルメディア誰かの「困った」「どうしよう」を支えるお役立ち情報メディアを複数運営しています。,東京都港区海岸1-2-20汐留ビルディング3F,2020,29.0,14,30百万円,https://busiconet.co.jp/,,
2024-07-01,株式会社イベック,SP代理店（イベント・販促提案など）,2,～「良い体験を通じていいモノを広める」イベントとテクノロジーを融合して新しい体験を創出する／EVEVT×TECHNOLOGY COMPANY～モノの広め方の一つである「イベント」領域をメインにメディア、インフルエンサー、生活者視点で体験価値（エクスペリエンス）を創出し、人、モノ、情報が動くコミュニケーションプランを策定。戦略的、効率的に体験者発信の情報を拡散するイベントカンパニーです。,東京都港区赤坂4-15-1赤坂ガーデンシティ 14F,2020,,,5百万円,なし,,
2024-06-01,株式会社パンクチュアル,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■ご当地キャラ運営代行■EC事業■PR事業■ふるさと納税業務代行事業■イベント事業,高知県須崎市緑町1-12,2020,28.0,120,100万円,https://punctual.co.jp/,代表取締役 守時 健,
2024-07-01,株式会社ＴＹ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■Web広告運用代行・美容・健康業界の広告運用に特化し、最速で結果を出せる運用体制を構築・適切な運用体制で広告運用をサポート・国内・海外の各種媒体を取り扱い,東京都荒川区西日暮里5-14-3サンキエームビル701,2020,27.0,,,https://ty2020.net/,代表取締役社長 高橋 卓人,
2024-05-01,株式会社ＦＵＳＩＯＮ,Webマーケティング（広告代理店・コンサルティング・制作）,9,■事業内容： 【統合デジタルマーケティングコミュニケーション事業】・デジタルコミュニケーションを起点として戦略、コンセプト、企画、クリエイティブ、制作、キャスティング、広告配信など全領域一気通貫で、クオリティの高いプランニング・制作をご提供します。【縦型動画 コンサルティングスタジオタテイチ】縦型クリエイティブ企画/制作・インフルエンサーディレクション・広告配信など縦型動画広告にまつわるすべてが一気通貫で実施可能です。,東京都渋谷区渋谷2-1-12VORT AOYAMA Ⅱ 10F,2020,,40,,https://fusion-inc.co.jp/,,
2024-08-01,株式会社シービーティー,Webサービス・Webメディア（EC・ポータル・ソーシャル）,7,【PRODUCTS】■プロカン：プロジェクトごとの収支管理をスムーズに。プロカンは「見やすい」「使いやすい」をとことん突き詰めたクラウドSaaS型基幹業務システム。経理財務の労力を軽減し、経営を強力にサポートします。■プロキャス：短期派遣スタッフの管理をスムーズに行うための、キャスティングシステム。チャットによるスケジュール確認、勤怠管理、出退勤サポート等、豊富な機能でイベント業務全体を効率化します。,東京都中央区築地3-11-6築地スクエアビル8F,2020,,,60百万円,https://cbtinc.jp/,,
2024-08-01,株式会社ＣＣＧ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ,広告制作,3,"■事業内容： 業界トップクラスのYouTube広告の制作をはじめ、エンタメ・アミューズメント業界に特化して積み重ねてきた実績とノウハウが私たちの強みです。その知見を生かした企画提案力とコンテンツ制作力で、お客様が求める成果を出すためのさまざまなサービスをご提供します。・WEBプロモーション・販促支援・集客イベント■特徴：・業界トップクラスの実績数と豊富な知見 過去5,000件以上のYouTube動画制作&配信・時代、現場に寄り添う制作スピード 企画から納品までを圧倒的スピードで実現・クオリティの高いクリエイティブ 人のココロを動かし、成果を出す多彩なサービス",大阪府大阪市中央区南本町1-8-14堺筋本町ビル5F,2020,,15,10百万円,https://ccg-entertainment.jp/,,
2024-08-01,株式会社ＣＣＧ　Ｃ．ＲＥＰ,SP代理店（イベント・販促提案など）,7,■事業内容： 全業界および不動産業界を対象とした集客・販促におけるプロモーション支援,大阪府大阪市中央区南本町1-8-14堺筋本町ビル5F,2020,,23,20百万円,https://ccg-crep.jp/,,
2024-08-01,株式会社アスグッド,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,◇プロモーションムービー制作◇コーポレートサイト作成◇各種SNS広告運用◇ウェブソリューション,大阪府大阪市淀川区西中島3丁目8-15 新大阪ビルディング 1202号室,2020,27.0,,,https://asgood.co.jp/,代表取締役 加藤 智仁,
2024-08-01,株式会社アラテ,総合広告代理店,5,■事業・サービス内容： （1）Digital advertising／デジタル広告（2）WEB consulting／WEBコンサルティング（3）Data solution／データソリューション,東京都港区西新橋1-1-1,2020,,,10百万円,https://www.allatte.co.jp/,,
2024-06-01,株式会社Ｓｌａｙｅｒｓ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■ダイレクトマーケティング事業・ウェブ広告運用・インフルエンサーマーケティング・TikTok、TikTokerとのタイアップ企画・ランディングページ制作・通販コンサルティング,東京都千代田区神田錦町2-2-1 KANDA SQUARE 11F,2020,28.0,,,https://slayers.co.jp/,代表取締役 松下 知樹,
2024-08-01,株式会社しまうまプリント,Webサービス・Webメディア（EC・ポータル・ソーシャル）,19,"株式会社しまうまプリントは、キタムラ・ホールディングスのグループ会社であり、ネットプリント事業を柱としています。■事業内容：インターネット経由で画像データをアップロードし、高品質な写真プリント、フォトブック、年賀状の出荷までの機能をワンストップにてご提供しており、会員数370万人を突破し、順当に成長しています。フォトブックでは、最新のオンデマンドプリンタを利用した高品質仕上げをラインナップし、さまざまな需要に対応しています。年賀状・ポストカードでは、無料の宛名印刷に対応し、1,000種類以上のデザインからカンタンに年賀状を作成し、ご注文頂けます。",東京都新宿区西新宿6-3-1新宿アイランドウイング,2010,39.0,260,100百万円,http://www.shimapri.jp/,,
2024-07-01,株式会社ステラメディア,Webマーケティング（広告代理店・コンサルティング・制作）,3,■事業内容： 広告代理業務ダイレクトマーケティング・コンサルティングメディアプランニング・バイイング（テレビ・ラジオ・新聞・雑誌・折込・WEB）CM・インフォマーシャル制作グラフィックデザイン制作WEBサイト・LP制作コールコンサルティング業務,東京都千代田区神田小川町2-12-14,2020,35.0,9,5百万円,https://stellamedia.co.jp,,
2024-07-01,株式会社ピュアフラット,Webマーケティング（広告代理店・コンサルティング・制作）,3,■事業内容について： ・ECマーケティング支援ECモール(楽天市場、Amazon、Yahoo、Qoo10など)を出品しているお客様に対し、コンサルティングから業務支援まで行います。「結果にしっかりこだわる」をテーマに、中小企業から、大手企業まで幅広く向き合わさせて頂いております。・D2C事業美容商材などのD2Cを現在立ち上げ中です。直近では、ブランドの買収も実施しており、これから数多くのブランドを扱っていく予定です。,東京都港区南青山1-10-6ファミリー青山ビル4F,2020,35.0,20,5百万円,https://pureflat.co.jp/,,
2024-08-01,グローリー株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,7,■事業内容： ソーシャルメデイアサービスを通じてお客様へ必要とされる企業を目標に、ソーシャルメデイアコンシェルジュサービス『ふえるんです』を運営しております。お客様に最適なプランを選定して導入～運用までワンストップでお任せ頂けます。～ふえるんですとは～サービス業を中心とした店舗様向けのソーシャルメディアのコンシュルジュとして各種サービスのご提案とご提供をし運用サポートを行い事業発展のお手伝いをします。,大阪府大阪市西区靱本町1-4-5千代田ビルアネックス3F,2023,29.1,30,,https://growlee.jp/,,
2024-07-01,株式会社ｎａｎｏｎｉ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■事業内容：・女性活躍推進クラウド「carefull」の開発、販売・女性活躍のコンサルティング、制度導入支援,東京都港区南青山7-10-6901,2020,,1,,https://xxnanoni.com/,,
2024-08-01,株式会社Ｌｉｇｈｔ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,19,■事業内容： 株式会社Lightは、Web3ライブストリーミングサービスの事業（ライブ配信アプリ「palmu」の運営）を行なっております。ライブストリーミングサービスの中でも、YouTubeやTiktokのライブ配信機能の様な、10万人が同時視聴していても成立する様なメディア要素の強いライブストリーミングではなく、pocochaさんや17さんのような、1人のライバーさんに対して10-100人とかの視聴者さんがいて、全員との同期的なコミュニケーションを中心としたライブストリーミングサービスを展開しております。,東京都港区虎ノ門2-2-1住友不動産虎ノ門タワー16Fグロース虎ノ門Room6,2020,29.0,40,390百万円,https://light-inc.com/,,
2024-08-01,株式会社ＬｉＰＬＵＳホールディングス,Webサービス・Webメディア（EC・ポータル・ソーシャル）,3,1. WEBサイトの運営及び管理2. WEBシステム構築業務3. インターネットでの広告業務4. プラットフォーム運営、管理,東京都渋谷区渋谷3-28-15 渋谷S.野口Bldg.10F,2013,,50,1億円,https://liplus-h.com/,代表取締役 渋谷 雄史,
2024-08-01,株式会社ＤＩＧＩＴＡＬ　ＥＹＥＳ,放送・新聞・出版,1,■事業内容： ソフトウェア開発や広告、プロダクション事業など、幅広い領域で事業を展開している「THKホールディングス」。同社はそのグループの一員として、Webコンテンツの企画から制作、配信まで一貫して対応しています。設立4年目のスタートアップ企業でありながらも、売上高は設立当初から4倍以上に成長。またフォトグラファーやヘアメイク、SNS運用など、幅広い分野のプロフェッショナルを揃えていることで、自社内でコンテンツ制作を完結できる体制があり、多彩な事業展開を可能にしています。,東京都目黒区青葉台3-6-28住友不動産青葉台タワー19F,2020,,100,10百万円,https://digitaleyes.jp/company/,,
2024-08-01,株式会社マンガボックス,Webサービス・Webメディア（EC・ポータル・ソーシャル）,3,■事業内容・マンガボックスプラットフォーム運営・マンガボックス編集部の運営,東京都港区北青山2-14-4WeWork the ARGYLE aoyama 6F,2020,,30,883百万円,https://www.mangabox.me/page/company/,,
2024-06-01,株式会社ＤｅＣｏＡ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■事業内容： マーケティングコンサル・広告代理事業,東京都新宿区西新宿6-8-1住友不動産新宿オークタワー,2020,26.5,6,5百万円,https://decoa.jp/,,
2024-08-01,株式会社オールマーク,広告制作,1,・Webコンサルティング・リスティング広告運用代行・SNS広告運用代行・Web解析の運用コンサルティング・クリエイティブ制作★売上高は2021年度に約500％UP、2022年度には約130％、2023年度では約145％UPしており業績は好調です！,東京都渋谷区神宮前6-23-4,2020,30.8,8,1000万円,https://allmark.jp,代表取締役 高橋 和之,
2024-07-01,株式会社プロリーチ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■事業内容：コンテンツメディア業／HRブランド業／SNSマーケティング支援業■当社について：当社は2020年の6月に創業した会社で、まだ3年目の若い会社です。メンバーも20歳から40歳まで在籍していますが、20代が多く、活気がある組織です。これまで、既存の保育・介護領域での高単価マッチンングを主軸に会社を成長させてきましたが、より世の中にインパクトを与えられる会社になるためには他の領域での挑戦が必要不可欠で、さまざまな領域での低単価マッチングにチャレンジしています。,東京都渋谷区道玄坂1-16-10渋谷DTビル 8F,2020,26.0,20,35百万円,https://proreach.co.jp,,
2024-06-01,株式会社GRAEM,総合広告代理店,1,求人広告代理店業,神奈川県相模原市南区古淵2-3-22,2020,35.0,13,,https://graem.co.jp/,代表取締役 田中 裕史,
2024-07-01,株式会社フォリオ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■Webマーケティング支援■Web広告・SNSアカウント運用■Webサイト制作・動画制作■その他コンサルティング業務,東京都渋谷区東1-28-7 EST渋谷ビル3F,2020,28.0,5,500万円,https://folio-global.com/,代表取締役 辻 拓哉,
2024-07-01,株式会社タンデムプラス,広告制作,1,TV-CM／VP／Webムービー／PV等動画コンテンツの企画制作およびグラフィック、Webの企画制作,東京都港区赤坂1-3-19 芳明ビル5階,2020,,20,3000万円,https://www.tandemplus.co.jp/,代表取締役社長 安本 一史,
2024-07-01,株式会社３ＷＥＬＬ,PR会社・代理店,7,事業内容3WELLはインフルエンサーと企業の架け橋として様々なサービスをご提供しております。事業領域は主に2つ。それぞれの事業内容をご紹介いたします。,東京都渋谷区円山町19-1渋谷プライムプラザ11F,2020,27.0,90,5百万円,https://3well.co.jp/,,
2024-08-01,Ｅｖａｎｄ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,8,人材サービス■派遣業(派27-304683)■代行業（プロモーションスタッフ/コールセンタースタッフの代行）■紹介業(27-ユ-303304)■採用支援（HUSTY面接予約システムの開発・運用）■アウトソーシング（販売・営業代行など）■SES（WEB/オープン系の開発支援）★2020年地域未来牽引企業選出★2018年アジア急成長企業トップ1000選出(未上場1位),【本社】東京／港区南青山1丁目12-3 LIFORK MINAMI AOYAMA N213、大阪／大阪市北区大深町3-1 グランフロント大阪北館6階【支社】福岡・名古屋・札幌・広島・仙台,2020,26.0,2285,5000万円,https://evand.jp/,代表取締役 石田 優太郎,
2024-07-01,Ｂｅｎｅｙ株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,4,「マーケが変える、変わる世界」世界初の広告配信技術やFintechサービス等、これまでに数々のサービスを提供してきました。持続可能な経済成長や産業と技術革新の基盤づくりに貢献し、デジタルプラットフォームを通じて、「人がより人らしく」生きるための豊かで明るい未来を創造し続けます。【当社の商品・サービス】・Beney（ベ二ー）：新しいカタチの推し活投稿アプリ／ソーシャル口コミアプリ・SocialCommerceBeney：D2CコマースにSNS、ポイントの販促効果を加えブランドマーケティングをサポートするソーシャルコマースプラットフォーム,東京都中央区銀座8-15-2ACN銀座ビル,,36.0,30,161百万円,https://beney.com/ja/,,
2024-07-01,株式会社アイスワン,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,"【事業内容】「HR事業」「D2C事業」「WEBマーケティング事業」において、世の中を前に進める価値を生み出す""Be an Exicitech Company""を標榜しており、0→1のビジネス展開を主軸に事業を展開をしています。設立わずか1年半で年商数億を実現し、新規プロダクトの設立や海外展開など更なる事業拡大に伴い急成長中です。ベンチャー企業ではありますが、それぞれが各領域のプロフェッショナルとして事業を推進しており、その中で縦割りではなく横断型で全事業間でシナジーを生み出しており、その強みを活かして「新しい文化」や「価値創造」に繋げています。",東京都渋谷区桜丘町1-2サクラステージセントラルビル9F,2020,28.0,20,9百万円,https://www.iceone.co.jp/,,
2024-06-01,株式会社ＥｇｏＤｉｖａ,Webマーケティング（広告代理店・コンサルティング・制作）,2,■事業内容： ・DSP/WEB広告代理事業・マーケティング支援事業・メディアコンサルティング・クローズドASP運営・Vtuber事務所運営業務,東京都新宿区新宿2-8-310F,2020,28.0,10,1百万円,https://www.egodiva.jp/,,
2024-08-01,株式会社ＯＰＴＥＭＯ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,11,■事業内容： アポイントを取らずにその場で商談するWEB接客ツール「OPTEMO（オプテモ）」の開発、運営,東京都千代田区内神田3-17-8小山第1ビル303,2020,30.0,7,100百万円,https://j-tamas.com/,,
2024-07-01,ＴＯＵＣＨ　ＧＲＯＵＰ株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,3,【事業内容】・マルチチャネルネットワーク（MCN）事業（日本・アジア各国のクリエイターを発掘、育成、マネジメント、中国市場進出支援）・インバウンド戦略コンサルティング事業,東京都品川区小山6-26-12,2020,,,,https://touchtv.jp/company/,,
2024-08-01,株式会社ＦＩＮＮＯＷ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,13,■事業内容： 当社すべての取引を再定義し、デジタル化するFinancial Technology Companyです。現在は法人間決済、経理・請求・購買、就業 / 転職、企業財務の領域にてサービスを企画・開発をしています。■サービス：【To B Pay】To B Payは、煩雑な請求～支払い業務を早く簡単にする法人決済サービスです。請求業務のムダを省き、コストを削減します。請求業務代行、請求書の管理、請求書の取りまとめもTo B Payが担います。,東京都渋谷区松濤1-28-2,2020,,50,7百万円,https://finnow.co.jp/,,
2024-08-01,株式会社リバリコ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,2,経営・戦略・ITのコンサルティング事業デジタルマーケティング事業ITスクール事業人材関連事業,東京都渋谷区渋谷3-6-2 エクラート渋谷4F,2020,28.0,,500万円,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3009668607/-tab__jd/: 'NoneType' object has no attribute 'get',代表取締役 谷川 昭雄,
2024-07-01,株式会社Ｔａｉｌｏｒ　Ａｐｐ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,14,■当社についてTailor App inc.は、ライブコマースを中心とした次世代ソリューションを基盤に、世の中の社会ゴトと連動した”PR文脈”で企画からブランド構築まで行います。,東京都渋谷区千駄ヶ谷5-27-5リンクスクエア新宿16F,2020,30.0,15,10百万円,https://www.tailorapp.jp/,,
2024-08-01,ＧＭＯ　ＲｅＴｅｃｈ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,8,◆GMO ReTechの事業内容AIで未来を創る賃貸オーナー・入居者向けのアプリケーションプラットフォームや、不動産賃貸手続きにおける契約の電子化サービスなどの不動産テック事業,東京都渋谷区桜丘町26-1セルリアンタワー,2020,,,100百万円,https://gmoretech.com/,,
2024-08-01,株式会社ローカルブライト,Webサービス・Webメディア（EC・ポータル・ソーシャル）,5,■事業内容：・ふるさと納税支援現在、山形県内の3自治体（村山市、尾花沢市、大石田町）の委託を受け、ふるさと納税事業の支援を行っています。具体的な業務内容としては、返礼品事業者の開拓や連携、ふるさと納税ポータルサイト（楽天、ふるさとチョイスなど）の運営などが含まれます。・デザイン支援山形県内の企業や自治体を中心に、Webサイトや名刺、チラシ、パンフレットなどのデザイン制作を行っています。当社には国内でも有数のデザイン専門大学である東北芸術工科大学の卒業生が多数在籍しており、高品質なデザインを提供しています。,山形県村山市楯岡新町1-10-2,2020,32.0,26,3百万円,https://localbright.co.jp/,,
2024-06-01,ＡＩ　ｍｏｄｅｌ株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,4,当社は、様々な大手アパレル企業やブランドに向けて、AI技術で生成したファッションモデル「AI model」の開発提供や活用をサポートし、ファッション業界のデジタル化やDXなどを支援する企業です。https://ai-model.jpファッションビジネスの課題をAIテクノロジーとクリエイティブで解決し、 様々なアパレル企業と共に新たな価値を創造する事をミッションとしています。クライアントのファッションビジネスを世界的に拡大し続けるアパレルEC市場で躍進させ、プロジェクトメンバーのキャリアアップにも繋げながらファッション業界の発展に貢献していきます。,東京都港区虎ノ門2-2-1住友不動産虎ノ門タワー13F,2020,,40,45百万円,https://www.ai-model.jp/,,
